ModelName,$S_{x}$,$S_{y}$,$S_{z}$,"$S_{y,z}$","$S_{x,y}$","$S_{x,y,z}$","$S_{x,y,z}HF_{x}$","$S_{x,y,z}HF_{y}$","$S_{x,y,z}HF_{z}$","$S_{x,y,z}HF_{x,y}$","$S_{x,y,z}HF_{y,z}$","$S_{x,y,z}HF_{x,y,z}$","$S_{x,y,z}HF_{x,y,z}T_{xy}$","$S_{x,y,z}HF_{x,y,z}T_{xz}$","$S_{x,y,z}HF_{x,y,z}T_{yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$","$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$","$S_{x,z}$","$S_{x,y,z}HF_{x,z}$"
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,3673541.7723438274,,782746740079.7732,1657433153.2884805,,172.65303154685242,,,10382017.154654216,248861841333.5767,,691806310458293.8,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,,,,,,,,,,6.033425830875409e-10
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,1.7257983789327385e-09,,,,36.52260003032467,,57.00732540285514,,28616.57435486918,111711.9775501907,,1581254341812.198,0.005791963170531602
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,1432.7811985670128,0.017541605274993596,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,0.027380306965268116,0.0006979432735438906,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,,0.017073201381902464,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,1.402596578782834e-20,,,,,3.4944783662753386e-05,,,,0.2901160581031026,58.57132342268256,93317851.20637727,9.632039565179336e-08
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,4.3919853736847596e-32,,,,,8.95159160127403e-06,,,3.4468964128990613,,,1.264519299166356e+19,4.018293823758986e-12
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,5.688671610571758e+64,,2.4957886965015954e+54,,,,4.489735360229147e-91,,1.2078663762865041e-79,,,,1.426597984167011e-104,,,3.420134214993505e-54,,,
$S_{z}$,1e+160,1.7578796394954706e-65,,,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,,,8.565884331136278e-05,,,,,,,,,,,,,,,,
"$S_{x,y}$",,4.0067494551991645e-55,,11674.217878066402,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,,3.445996669779573e-14,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,2.0446874907665242e-34,1.686167568220913e-43,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,2.2273027690188004e+90,,,,29019180684929.86,5.930608670495939e+42,3645956.6168749216,,,0.05104104849418502,,,,261000297830.51413,,,8.712094914932634e+28,,,
"$S_{x,y,z}HF_{y}$",,,,,,,4.8907229320658396e+33,,2.742764396514228e-07,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,6.473881780056727e-32,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,8.279061489189112e+78,,,,,,,19.592074016934184,,,273570125.44801736,,,97824.32322229716,,,1.2863836606334943e+18,,,1.5446683056224075e+31
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,3.6553698923167535e-09,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,4.507016904177689e-13,6.322698868082025e-18,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,2218762479175.6826,,8.072334302021157e-10,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,7.00968325413623e+103,,,,,,,3.831413252445292e-12,,1.0222406524884288e-05,,1.5816030794193866e+17,1238799041.9941099,,12.181337666432405,,159460808834218.78,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,1.0819354367815414e-08,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,0.08209279041296569,,92426956.91479737,2.1625061200079937e-06,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,2.923861863713144e+53,,,,,,,1.1478295516340027e-29,,7.773730579783162e-19,,,,6.271133373214206e-15,462426.436969484,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,5.089949178743789e-29,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1.964656158407464e+28,,,,,,,,,,,,,,,,,,1.2894927878555637e-22,
"$S_{y,z}$",,,,,,,,,,,,,,,,,,,,6.293346600230617e-81,
"$S_{x,z}$",,,7.754987150125962e+21,1.5889797011392245e+80,,,,,4.956580664151119e-48,,7.281215255675643e-66,3.770971689712494e-46,,,,1.280176157882863e-52,,2.047505967006596e-43,,,
"$S_{x,y,z}$",,,,,,,,,5.65023563512269e-79,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,1.1247742259588744e+53,,4.066843398232937e-19,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,1.7698376927571905e+78,4.402068367958123e+67,2.458909532721385e+18,,,4758462311402969.0,7.54630618284137e+26,,,,1.5557074487545708e+24,,1.957883474389375e+38,,2.0175198746034395e+47,
"$S_{x,y,z}HF_{x}$",,,,,,,,8.890673140625143e-54,2.2716594028362283e-68,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,1.0543704682200944e-08,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,2.1015192189368488e-16,,,6466.6555843654,,,,33.326499103778495,,1.9207743666106756e+32,,1.3733971114512908e+65,94843324.06313708
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,1.3251516381269802e-27,,0.0001546394402722987,,,,17913.452332338285,1.3594821669142123,,1539101.542130484,,2.6518364026122984e+45,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,4.119648376745191e-14,,0.026338581261581034,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,5.582396857108044e-05,7382567667.281563,37.967117137727435,,2.472932765614084e-36,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,24273916328511.26,1.3545422745420278e-10,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,6.6914234076630404e-18,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,6.427943767965853e-25,,0.03000615206793869,0.7355741945992759,,,4.0437815936806425e+35,,1.4944503419927018e+17,2.734258686853767e+24,,7.811424965559315e+51,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,5.107556262059365e-39,,5.2062335763287045e-33,6.497297108907845e-07,,,,3.657298429032958e-25,,,,4.883990650644968e+42,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,5.936846694531062e-06,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,168439.5861057328,,,,,,,,,,,,,,,,,,1e-160,
"$S_{y,z}$",,,,,,,,,,,,,,,,,,,,2.7476472293806998e-09,
"$S_{x,z}$",,,1e+160,363947740.2000376,,,,,7.409774156830141e-33,,1.1211375237241174e-20,,2.844159076142047e-40,,,,,1.3487314869016471e-10,,,
"$S_{x,y,z}$",,,,,,,,,7.465247213612791e-84,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,1.3395403680356513e+83,24308737889061.47,14397254.799882578,,,7833489744091.813,,0.0030213507878411126,,,,,1054651827184752.8,,1.3495687976916617e+32,
"$S_{x,y,z}HF_{y}$",,,,,,,1.7911547924551024e+39,,6.945768578105291e-08,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,5.582990393752171e-40,4.113747100173323e-14,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,1.2765702549801913e-13,,,1419561128.6307766,1.2344715639224785e-08,,,,,328093724887071.0,,8.919512359895589e+19,246891831968305.97
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,4.050356757563256e-15,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,7.044430703484674e-10,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,1.1465687417379077e-12,993039.1643462338,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,330.9777878240162,,81006321.18430857,,,2.777714238899062e+19,872167506053.107,1.0637383820522924e+18,,34287042230.925724,,3.5159777397417857e+39,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,3.6000823482704496e-20,,1.0070096285259292e-06,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,0.17219522908308652,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,9.40080772558643e-19,,,,,,5.8073618260206645,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,9.481802185555035e-16,,3.047909557990472e-15,,2.916553703480537e-11,,,,,,,7414374245.071084,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1.0810659457770916e-13,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,9250129503257.826,,1e-160,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,1e+160,,,,,2.1145172379923913e-17,,,,1.956814440420707e-30,,,7.110212344860816e-60,,,9.27382671878173e-48,,7217597195364808.0,
"$S_{x,z}$",,,,1.385502644345693e-16,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,5.70224839468339e-37,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,4.729211859958355e+16,,1.7536942110981534e+36,17999543406.712784,,1390337135.6799545,,,4.171906668904981e-10,,,0.00487616077170541,,,3.061115634422581e-14,,,
"$S_{x,y,z}HF_{z}$",,,,,,,2.78060731412896e+16,7.192500109054073e-10,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,5.555696482984441e-11,3.5963366524958424e-17,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,0.0013361009639725053,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,748.4464325411401,4.494212772193037e-20,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,5.110346588535008e+29,,,,2396985549.6850667,,2.2250837926216626e+19,,,,,1.819500704029251e-05,,,220.1156696293191,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,21109.111795692286,,1.1459388850820006e-05,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,1.4064277570033323e+59,,,,205.07937429024835,,,,54960.13262240121,568603931339.4879,87264.68863376099,,1.8326175700123186e+24,,691245.1170475339,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,4.737290747610086e-05,1.7586934329564894e-12,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,5.456675830043898e-25,,105683921.89187895,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,9.462177236600478e-09,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,1.0783035205680082e+47,,,,32667828315758.16,,,,0.004543065932943474,,,1.4466648303733833e-06,,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1e+160,,,,,,,,,,,,,,,,,,1.2233779809723113e-18,
"$S_{y,z}$",,,,,,,,,,,,,,,,,,,,1.811666584767724e-21,
"$S_{x,z}$",,,8.174088593659534e+17,5.51977945836105e+20,,,,8.093088371797784e-26,,,,2.922561163622381e-41,,,5.559167018239447e-20,,,3.141208902714399e-16,,,
"$S_{x,y,z}$",,,,,,,,3.3036777488564534e-138,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,3.026929610026715e+137,4.288266340617366e+32,,828906437112161.1,,,2.587884287811523,,,1282873906.9633553,,,38401442796156.95,,1.235622242164967e+25,
"$S_{x,y,z}HF_{z}$",,,,,,,8.581167744527647e+79,1.2064087757406182e-15,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,2.3319447081172518e-33,1.1653425614919562e-80,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,2.2452052235319795e-09,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,445393583.4101076,,1.6610558490710697e-18,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,0.38641604058953605,,,6.020267172589295e+17,,,,114.52980812436583,,,2.059014109924682e-08,,3.4216563623960076e+40,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,4.3907992376496003e-07,1.2505601116220839e-05,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,2277489.69122829,,2.2585652645361435e-06,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,7.794998359324838e-10,,,,0.008731351395560867,79964.16891171382,442758.9566269968,,0.12023859804499769,,0.5125845225107409,,1.7988306462443606e+19,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,8.31679690431656,,1286.8789079574842,2.2271860040944294e-12,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,0.000777073890803903,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,2.6040688244663444e-14,,,,48566932.84324213,,,1.9508977662879892,448997074407.62164,,,,3183487730268033.0,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,778673558883.0007,,4.27086599488654e-40,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1.2842352081846594e-12,,,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,,,8.720738686501625e-29,,,,,,,,,,,,,,,,
"$S_{x,y}$",,2.3414455082348374e+39,,1.1466918525466744e+28,,,,,4.113798156967252e-79,,,1.0015607897701775e-69,,,1.8696348420637766e-43,,,3.739823214250498e-38,,,
"$S_{x,y,z}$",,,,,,,,,1.855035607264896e-40,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,1.139564099643897e-47,1.890252073456403e-45,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,2.430843619068597e+78,5.390732102843143e+39,5.290299712098499e+44,3.036483823256957e+20,,,,1048.439621975886,,,688.346429718201,,,3.879343478407705e+16,,,
"$S_{x,y,z}HF_{y}$",,,,,,,8.775285219256121e+46,,3.2932828172533848e-21,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,1.550041291979888e+17,2.2396409303453015e-28,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,,,,,,,,,,,6.451441036920294e-18
"$S_{x,y,z}HF_{x,y,z}$",,,,,9.984416424982695e+68,,,,0.0009537983676307494,,,,,,3062601.002931272,,,1.6094993351899838e+16,,,4.4650014493431444e+27
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,0.030992081745057812,,1.2485649464839436e-31,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,32.26630622060314,4.748008407264689e-08,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,5.348638020118199e+42,,,,0.0014527568631530281,,,3.265198434412062e-07,21061462.285322625,8.00919489864006e+30,,,517532.08230102854,9.69529331510009e+22,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,1.4754355733741744e-12,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,1.9322473604995535e-06,677765954709.2927,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,2.6739231848968855e+37,,,,2.5777557609063655e-17,,,6.21311222773485e-17,,,1.0314283101085081e-23,,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1e+160,,,,,,,,,,,,,,,,,,1.1571797638498443e-54,
"$S_{y,z}$",,,,,,,,,,,,,,,,,,,,6.246018642417504e-30,
"$S_{x,z}$",,,8.64169968435224e+53,1.6010198772204637e+29,,,,,4.760373715563414e-34,,,4.4034100692879947e-11,1.535675403427765e-12,,,1.3554424512857522e-30,,,,,5.532482434676157e-28
"$S_{x,y,z}$",,,,,,,,,2.7600123512719616e-38,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,3.6231721917445274e+37,8.01058743872405e+46,1.2222041513723814e+17,,,,2.2497615212531387e+23,4.951904936079516e+20,,,1.4609569641638114,,,,2.100675408593724e+33,7899708103711417.0
"$S_{x,y,z}HF_{x}$",,,,,,,,7.104007641388726e-42,1.2483478991389462e-47,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,1.4076561435180481e+41,,8.181939153758608e-18,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,,,,,,,,,,,5.8702367873827025e-19
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,1.2658695572943804e-16,,1.7035087956747635e+18,423941258337.21655,1824895895.0391502,,,0.0017564798910279344,,,,1.807506868403704e+27,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,4.4449155635082176e-24,,,,420754732.6514286,,,3.635290629416462e-07,,,,22709672373.567837,2.358817360504619e-12
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,2.0194248736764165e-21,,,2.3766815258342995e-09,,4.98083352724404e+17,8.624144559117334e+17,13239.674621388893,,,,651179277709.2805,5.479764641470392e-10
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,2.0076960904841024e-18,,666.2153783059781,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,1.1595352943647182e-18,0.0015010160866336562,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,0.6844828592006862,,,2750811.701018029,7.553055710179501e-05,,,,,9.716805740787986e+27,6415.944166302302,7.377664754792173e+29,569.3204944206767
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,0.00015586170547620735,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,1.029144789632179e-28,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1e+160,,,,,,,,,,,,,,,,,,6.824257624485789e-69,
"$S_{x,z}$",,,1.46536085685269e+68,8590496.851816066,,,,1.2570830303595563e-55,,9.970936167150798e-41,,8.223786757175882e-29,,1.5704628385316304e-47,,,,2.0019002906368296e-44,,,
"$S_{y,z}$",,,,,,,,,,,,,,,,,,,,1.1640770228425099e-07,
"$S_{x,y,z}$",,,,,,,,2.4706519854612067e-82,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,2.2844174671255297e+87,8.55919500551318e-14,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,2.4736162187640263e-76,4.3774836009212216e-88,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,4.0475146070130385e+81,4.042664308288141e+75,,11683341708605.498,1400462895139.6707,,178133.54400097704,,7.456470588799906e+16,,,,2.483507761042856e+18,,7.954924025296688e+54,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,7.14049621357707e-13,,,997724.5451621908,35751350.89752647,,3086045087616.7856,,,,1.0519690426266681e-11,,1.002914854970685e+40,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,1.0022806443410083e-06,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,5.613765816024606e-06,,2.797097102334074e-08,,,,3.800284526158248e-13,,,,2.0423254321871913,,1.2159848370672108e+28,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,0.016778575215498463,1021831474344.9436,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,9.786349560636318e-13,5.3536883009482986e-11,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,1.3411170715298787e-17,,3.240393356573592e-13,,2631381921844.972,59.59981626308141,,18678711643.015713,,,312706674382155.75,5.442493634275146e+18,6.367549587706205e+46,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,1.8373930539896428e-19,,,84.94115119137793,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,,,0.011772856689296982,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,4.026562814444709e-19,,95059831561.49669,,0.48963793146769374,,3.1978850530638495e-15,,,,,,4.995253783003785e+43,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,3.177667893673347e+82,4.134589937179182e-49,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,3.1469619653802513e-83,,,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,2.4186195371100058e+48,,,3.5665888424028027e+74,,,,3.864643905219019e-55,,,,,,3.628739985270807e-21,3.354847053703344e-33,,3.0361081260360536e-08,,,2.095281762541385e-35
"$S_{x,y}$",,,,2.8037994963453714e-75,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,,1.5365305587877918e-44,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,209.20236076359825,,1.4999161274224426e-11,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,2.5875605218104244e+54,,6.508168641884516e+43,5.912359886708338e+53,66670394545.22485,,,,,,,2.6057168628777436e+28,1699447.5647254796,,5.371092565620689e+30,,,0.04228715647004773
"$S_{x,y,z}HF_{x}$",,,,,,,,0.004780060781101867,1.6913720056996436e-54,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,4.772627805374927e+34,,,,,23.647842122189193,,3.889802854153279e+19,52180360985334.91,,,1.2906772184341268e+23,6.769400871153455e+17,,9.113988400462394e+22,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,,,,,,,,,,,2.570824377210441e-20
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,,,,,,,,,,1.9164298236285607e-14
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,2021611052.3502429,,0.2782368446582054,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,2.7557774986883544e+20,,,,,3.8377155025799844e-29,,,,60065039123.284706,3.5940603094044943,,0.19963729424893,,5321491.548169855,,,7.747870542049377e-24
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,4.946549925305566e-10,1.6648619806065218e-11,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,6.321541650965818e-07,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,2.980761817132979e+32,,,,,5.884265103298643e-07,,,,,,5.009084118086116,,1581892.6066036723,0.8593159678353034,,,1.4772356062725053e-18
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,32936903.380499862,,,,,1.8618185923676012e-31,,,,,,1.8791723917026905e-07,1.1637163016056744,,,,,1.0972144752227964e-23
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1.0062672802163718e-28,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,9.937717539468995e+27,,,,,,,,,,,,,,,,,,8.972542365222429e-67,
"$S_{x,z}$",,,1.1145113160746944e+66,8.478436581764808e+101,,,,4.085767101222016e-25,,,1.1694200925642835e-36,1.2587996096122431e-33,,,,7.639898160049624e-18,,4.2117303669534437e-17,,,
"$S_{y,z}$",,,,,,,,,,,,,,,,,,,,1.17946273508818e-102,
"$S_{x,y,z}$",,,,,,,,2.695621336184812e-26,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,16015.076938211087,2.237280745091854e-18,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,1.647974811031731e-36,6.244116115446535e-05,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,3.709719857817003e+25,6.0680539126319545e+35,,4.469711734630532e+17,,3.246761032097947e+20,8.495561495797734e-05,,,,232481746750.79385,,4.8647280633585613e+27,,2.4475208087629593e+24,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,3.0799926145283127e-21,,2.903428301715335e+18,,1.1694643806846617e-05,,,,15381.353017837317,,204.04703274055976,,8.551246950163289e+35,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,3.444204216819143e-19,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,11770.852350308365,,,85509.23110753925,,,,10886742881433.99,670504744.8523686,,15499795418629.758,,7.944076184675947e+32,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,6300431.396272915,,2.4122003643221434e-18,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,1.5871929033170017e-07,1.3564150144187493e-11,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,9.18548376581372e-14,73723748953.67255,4.1455926082699674e+17,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,1.1417263076555896e-23,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,4.301412966721807e-12,,,6.50137864231013e-05,1.4914137560953122e-09,,,,,8.758666532379296e+22,0.009284614691062829,,1.3089179712226749e+17,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,2.0556133600397174e-28,,,0.004900830884767007,6.451698057885746e-14,,,,107.70506189799977,,,,2.374321034048887e+16,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,7.885869571086322e-74,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1.268090970799869e+73,,,,,,,,,,,,,,,,,,7.363090074213281e-63,
"$S_{y,z}$",,,,,,,,,,,,,,,,,,,,9.75073608224975e-66,
"$S_{x,z}$",,,1.3581254472251533e+62,1.0255636000859473e+65,,,,,3.811374730903956e-38,,,5.337545649749095e-19,,,,5.439951427895506e-16,,41789.53207539431,,,
"$S_{x,y,z}$",,,,,,,,,1.2185620391909466e-81,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,6.422654521544439e-06,8.925133673726244e-26,,,,,,,,,,,,
