ModelName,$S_{x}$,$S_{y}$,$S_{z}$,"$S_{y,z}$","$S_{x,z}$","$S_{x,y,z}$","$S_{x,y,z}HF_{z}$","$S_{x,y,z}HF_{x}$","$S_{x,y,z}HF_{y}$","$S_{x,y,z}HF_{x,z}$","$S_{x,y,z}HF_{x,y}$","$S_{x,y,z}HF_{x,y,z}$","$S_{x,y,z}HF_{x,y,z}T_{xz}$","$S_{x,y,z}HF_{x,y,z}T_{yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy}$","$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$","$S_{x,y,z}HF_{y,z}$","$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$","$S_{x,y}$"
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,2.260165562645204e+89,,,,,8.064557012286326e+33,,,,,3.71939525399101e-61,,,2.633673198861863e-27,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,4.4378971992168264e-33,,,,,,,,,,,,,,,
$S_{z}$,1e+160,2.2533194328531856e+32,,,1.5959657718099705e-28,,,,,,,,,,,,,
"$S_{x,z}$",,,,,4.041511294017911e-06,,,,,,,,,,,,,
"$S_{y,z}$",,,6.265798538184869e+27,247432.19237817332,,,,,1.856484391459603e-48,,,1.0544360538158561e-101,,1.1202201131195068e-67,,,,3.0986854799931993e-112
"$S_{x,y,z}$",,,,,,,,,5.1793375880955094e-74,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,,0.0004206220497766408,2.0529419716322934e-25,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,2377.43123673859,,7.116803239782827e-25,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,5.386525222621351e+47,1.930748832241517e+73,4.871058285222258e+24,1.4051252596250162e+24,,,,2.062534536832918e-43,,2.657725398050297e-31,,,,7.687623660488357e-45
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,6.5440495525727155e-19,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,1.5281057882681556e+18,,2.4878761330986425e-25,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,9.483742483777373e+100,,,,4.848403661329857e+42,,4.019492717889065e+24,,,1.0147140117016116e+16,,,,48953344.84279122
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,2.3260650854213467e-06,2.0564134870679088e-11,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,8.926817045047276e+66,,,,3.7626159599994735e+30,,,9.854993510172023e-17,429910.58430287155,,5.985212532461925,,1.152904905928444e+16,0.0001593138922033931
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,48628352531.66073,0.16707844451242326,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,9.154384878323798e-17,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,8.673742256259128e-17,,1.092372686195278e+16,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,3.227174898699931e+111,,,,1.3007920836963485e+44,,,2.0427613336972174e-08,,6276.916508469447,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,105317476.41071506,,3.497921859857632e-31,,,,,,,,,,,,,
$S_{z}$,1e+160,9.495100282314204e-09,,,,,,,,,,,,,,,,
"$S_{x,y}$",,,,,1.5918584801540833e-26,,,,,,,,,,,,,
"$S_{y,z}$",,2.8588403059429715e+30,,6.281965466573419e+25,,,,,3.5018970276970106e-62,,,3.473807938061488e-117,,1.2311565927781703e-161,,,,2.9174723155658196e-101
"$S_{x,y,z}$",,,,,,,,,1.8979128030782392e-54,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,1.5970369192164598e+34,2.97136484667221e-08,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,6.261596009255824e-35,,1.2206781402789609e-36,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,2.855595102000017e+61,5.268945961996212e+53,33654567.90403754,8.192167673056474e+35,,,,1.0605872855845773e-75,,2.0300494210656518e-60,,,,1.0090973401635258e-33
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,156901244.78409243,8.559860986165319e-63,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,6.3734357326232375e-09,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,2.8786853442393728e+116,,,,9.42873833763543e+74,1.1682432712589927e+62,,,,4055770008825395.5,,,,2.2582691269161778e+36
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,,1.4860337540486274e-16,6.967842498217009e+35,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,8.122443610064638e+160,,,,4.925988449458837e+59,,,2.4656230452515557e-16,6729322246386047.0,,7.524724958333596e+29,,1.7229716162800552,53758606.61789293
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,1.4351644720096479e-36,1.328952228204042e-30,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,3.265285450681293e-18,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,0.5803926138719734,,3.0625193879798554e+17,,6.109805230451666e-12
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,3.427624641593414e+100,,,,9.90984675311847e+32,,,4.4281701772435285e-37,,1.860167260486922e-08,,,163671338493.0726,
$S_{x}$,,2.1531315619555546e-152,1e-160,,,,,,,,,,,,,,,
$S_{y}$,4.6443980371165177e+151,,24.393901793180397,,4.078372527059462e-14,,,,,,,,,,,,,
$S_{z}$,1e+160,0.0409938520076998,,,,,,,,,,,,,,,,
"$S_{x,y}$",,,,,8.705089189102211e-70,,,,,,,,,,,,,
"$S_{y,z}$",,24519584549109.535,,1.148753307722438e+69,,,,,1.8509353122670187e-68,,,2.2206211295939668e-73,,3.942300806833424e-94,,,,3.018545011194411e-133
"$S_{x,y,z}$",,,,,,,,,1.446876919734786e-72,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,,5012146635153.149,5.3453183727614984e-08,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,1.9951531205938957e-13,,1.40978610504176e-33,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,5.402673952852538e+67,6.911437914036952e+71,18707959.568802632,7.093274621048833e+32,,,,3.369498739975942e-34,,2.208720541201523e-34,,,,4.09811643625737e-40
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,4733128048967698.0,6.783522905936076e-19,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,2.1127676869382425e-16,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,4.503244550243682e+72,,,,2.9678004865707115e+33,1.474160276108049e+18,,,,61911307.47105199,,,,19335354106223.7
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,5.219839486611756e-16,15937842.55688564,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,2.536589796158225e+93,,,,4.527508036195514e+33,,,1.6152138290207684e-08,1915767721526450.5,,3533583.609068123,,3.357729499247098e+26,1.1959295980035831e+23
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,6.274374943978657e-08,2.8299882233824376e-07,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,5.185978624746219e-14,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,2.978202979794023e-27,,19282763627837.668,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,3.3128543596052225e+132,,,,2.4401454071745607e+39,,,5.171873214766303e-14,,8.361696220825567e-24,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1.8090917257365136e+36,4.795139622417829e+49,,,,1.3574679572807777e-30,,,,1.3775612846441763e-134,5.264416047073357e-84,,,,,1.1185352387012096e-36
$S_{z}$,1e+160,5.527635695712898e-37,,,,,,,,,,,,,,,,
"$S_{y,z}$",,2.0854450104536792e-50,,,1.5934235214472997e+64,,,,,,,,,,,,,
"$S_{x,y}$",,,,6.275795396139906e-65,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,7.823523938606151e-40,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,,3.888985104145237e-11,1756.979844993752,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,7.366656388730955e+29,,,,1.2781963829181575e+39,25713649531.187668,,2.0388721366698672e+20,,,1.517092478045704e-48,5.453371460313832e-72,,,,,1.393371171954813e-07
"$S_{x,y,z}HF_{y}$",,,,,,,0.00056915849254011,4.904672451080336e-21,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,1.4461244882552682,3.2086678816415553e-28,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,0.691503399687594,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,7.259205170376864e+133,,,,,,6.591555982718899e+47,,3.1165581384147484e+27,,,9.119337112626515e+20,,,,,6.102797213950642e+37
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,1.8995459155549253e+83,,,,,,1.8337280107862882e+71,,,,1.0965709323492527e-21,,1.9021961291398308e+37,1834140185682159.2,3.642961730545327e+20,,4.933923710925622e+49
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,5.257081458010315e-38,,735378715511.8702,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,5.452145958124116e-16,1.359843545789786e-12,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,2.7450192287644663e-21,,,,7.165467529759969e+37,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,1.3955823480418426e-38,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,8.940263707392472e+35,,,,,,7176838.592096478,,,,1.6385928696992548e-38,2.0267844794308671e-50,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,45075320.26814714,445250291356.32715,,,1.5402939010196693e-39,,,,,6.286244759727953e-95,5.802511015783277e-86,,,,,2.4674226409127714e-112
$S_{z}$,1e+160,2.2185089180756383e-08,,,,,,,,,,,,,,,,
"$S_{y,z}$",,2.245927783570421e-12,,,207811683331.08792,,,,,,,,,,,,,
"$S_{x,y}$",,,,4.812048985748259e-12,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,1.1205736285711728e-36,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,6.49226747790148e+38,,,,8.924000837634253e+35,,375.1949583155279,3542422870214269.5,,,5.957062744746157e-60,6.759836151096885e-58,,,,,2.7759220382949014e-43
"$S_{x,y,z}HF_{x}$",,,,,,,0.0026652810168068127,,2.1111782300277838e+27,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,2.822926670918634e-16,4.736691510819718e-28,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,4.406654068563395,2.904129147132488e-53,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,0.22692954437560564,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,1.5907748397045815e+94,,,,,1.678679649432855e+59,,,3.44337303658617e+52,,,20977751697.09225,,,,,6.061499111985956e+23
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,1.72339181654274e+85,,,,,1.4793257967321218e+57,,,,,4.76695507907366e-11,,6.881639584339197e+16,1.0989944817562907e+19,,213566760.83656526,1.6645528898085018e+20
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,1.4531420713687726e-17,,21457.950291698577,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,9.09922676228466e-20,4.660277362963551e-05,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,1.2801744244988659e-51,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,4.6823765837103416e-09,,,7.811435542398511e+50,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,4.0528119642692056e+111,,,,,3.602406646168802e+42,,,,,1.6497569025830732e-24,6.007619259938594e-21,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,7.27422810385481e-06,,,,,,,,,,,,,,,
$S_{z}$,1e+160,137471.63076589158,,,2.2532361816636117e+29,,,,1.9827433070308615e-26,,,2.2278494888668618e-63,3.845550717198314e-32,,,,,8.232902174884526e-72
"$S_{y,z}$",,,,,7.330626834816063e-05,,,,,,,,,,,,,
"$S_{x,z}$",,,4.438061167922836e-30,13641.398239651242,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,,3.7357302225494265e-67,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,,1.8732622448620618e-11,4.643460364600352e-44,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,53382808666.68699,,7.693464898422867e-14,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,5.043517214023484e+25,,,2.6768528250885207e+66,2.1535663524201673e+43,12998044615827.082,,,,5.102591824747493e-37,6.092551347809103e-32,,,,,1.7288021087483642e-33
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,1.0044965963918266e+26,1.5276916407781175e-55,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,9.955235324758904e-27,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,4.488633567919457e+62,,,,,,1.9597883474629797e+36,6.545823602796294e+54,,,1.2781638234303142e+16,,,,,3.829294027577915e+34
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,2.6004077791192223e+31,,,,,,1.6413484973903462e+31,,,7.823723232255292e-17,,881.2908246077104,19972716.129825998,3.080901818011063e+18,,53650547460448.766
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,0.0011346992072056698,,3750.3884122613194,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,5.006830285374471e-08,0.00026663904909972883,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,3.245802881980737e-19,,,,2.002637409580103e+17,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,4.993415159510438e-18,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,1.2146385062737927e+71,,,,,,5.7843520373999904e+32,,,2.611447417717659e-35,1.8639138784878215e-14,,,,,
$S_{x}$,,7.229960399988041e-154,1e-160,,,,,,,,,,,,,,,
$S_{y}$,1.3831334401245877e+153,,0.00014595946849718934,,,,,,,,,,,,,,,
$S_{z}$,1e+160,6851.217055639364,,3.4083250723233134e+90,,,,,1.6623754228582543e-51,,,2.2305336782886653e-87,,5.732707660821535e-60,,,,2.1625636850153758e-72
"$S_{x,z}$",,,2.93399244139099e-91,,10275318.406977076,,,,,,,,,,,,,
"$S_{y,z}$",,,,9.732058515296099e-08,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,,2.015702391962726e-45,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,,81633.78092993276,0.09952981893191494,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,1.2249830751540368e-05,,1.7703781317913342e-11,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,6.015488356298125e+50,,,4.961049825546329e+44,10.047240221385984,56485108014.08075,,,,1.471110337064135e-65,,1.0127864906859447e-37,,,,3.0683235345905772e-24
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,23384008503973.113,2.460771181661828e-53,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,4.2764267718688724e-14,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,4.483232016327281e+86,,,,,,6.797586658222249e+64,4.0637667063569556e+52,,,,2.559002235111996e-30,,,,1.7563596149959302e+37
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,5.116885506949053e-09,4.5744976429804547e-41,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,1.7443764084364515e+59,,,,,,9.87374939532137e+36,,,3.90777306201233e+29,195431380.79637253,,273704122064.21237,,93655848654.00978,2.440973891333339e+21
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,2.1860323866042324e+40,3.653580342372027e-12,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,4.053144113499156e-15,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,1.0677389766593995e-11,,246722043923743.2,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,4.62414127699037e+71,,,,,,3.2591087241177625e+23,,,5.693594816584969e-38,,4.096725505956836e-22,,,,
$S_{x}$,,1.305178225345874e-68,7.961332629076461e-108,,,,,,,,,,,,,,,
$S_{y}$,7.661788869753774e+67,,2.1055706853102386e+45,2.238530199710276e+16,,,1.2503787031370422e-57,,,,,2.270271425529562e-80,,,9.685702825199004e-79,,,1.133991000012698e-58
$S_{z}$,1.2560711209927213e+107,4.7493062426097475e-46,,,,,,,,,,,,,,,,
"$S_{x,y}$",,4.467216927113273e-17,,,9843.96826184725,,,,,,,,,,,,,
"$S_{y,z}$",,,,0.0001015850491793791,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,1.5005584660146646e-38,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,7.997577033990792e+56,,,,6.664185519248053e+37,,1909972.4747520455,90865.69086643582,,,1.5073606370198262e-60,,,2.3458939371085137e-36,,,1.964477234178364e-16
"$S_{x,y,z}HF_{y}$",,,,,,,5.235677546242236e-07,,1.3825710717809567e-13,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,1.1005253913381979e-05,7232901225915.653,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,628350.6280135157,6.0637459559493e-79,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,1.5914681316726401e-06,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,4.404759663337351e+79,,,,,6.6341124707693095e+59,,,1.6491456061395082e+78,,,,,3447245004262491.5,,,2.2836473694356322e+57
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,1.765076915649771e+33,2.512204452164786e-16,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,5.665475487972567e-34,,1.4304211982663152e-05,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,1.0324495992157944e+78,,,,,4.262767315186352e+35,,,,,2.9008672106668016e-16,3980567740568616.0,69909.47849570532,,,108556159492800.28,1.6638023329727796e+21
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,2.434856362629037e-07,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,9.2118218318724e-15,4107018.448185788,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,8.818412138974669e+57,,,,,5090412770388997.0,,,,,4.378959787680067e-58,,,6.010329353326856e-22,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,52240200156802.68,2.5323422527661024e+17,,,4.888608511813993e-27,,,,,3.9975367593470926e-101,5.801228731471394e-59,,,,,5.169426413462652e-71
$S_{z}$,1e+160,1.914234625821549e-14,,,,,,,,,,,,,,,,
"$S_{y,z}$",,3.9489132991707186e-18,,,4.505988430437544e+16,,,,,,,,,,,,,
"$S_{x,y}$",,,,2.2192689027896533e-17,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,1.689856379107704e-74,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,2.045571858706548e+26,,,,5.917662662717116e+73,,2.050288510562777e+16,8.810770151763727e+38,,,1.1282248975377676e-28,1.4252081890301565e-35,,,,,9.832934765946905e-13
"$S_{x,y,z}HF_{z}$",,,,,,,4.877362355825295e-17,,51.13119735474528,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,1.1349745626945238e-39,0.019557531443319388,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,2.1955881355443366e-37,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,4.5545882846195883e+36,,8.812580754255326e-39,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,2.501540474047642e+100,,,,,8.86348105047491e+27,,,,1.134741374729679e+38,,2.4905466106470213e+30,,,,,2.5641529352279836e+60
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,1.7237727493402336e+58,,,,,7.016518763342867e+34,,,,,4.015182834663789e-31,,1.9735255910906004e+22,22.78930435693799,1.0460706370998446e+42,,4.9711567950481836e+42
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,5.067073893110171e-23,,1.935874798248817e-15,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,0.043880233654238744,516562331874248.9,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,9.55958388022847e-43,,,,4928912.967699385,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,2.0288449127693953e-07,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,1.9344505947424196e+70,,,,,1016990373477.476,,,,,3.899923387023279e-61,2.0116042225747324e-43,,,,,
$S_{x}$,,6.179919551912667e-139,1.541418534991243e-83,,,,,,,,,,,,,,,
$S_{y}$,1.6181440415199302e+138,,7.2620241736681125e-59,,,,,,,,,,,,,,,
$S_{z}$,6.487530656335861e+82,1.377026537072089e+58,,,4.4324414066432405e+73,,1.1789257758208933,,,,,4.9110138469073695e-58,5.338002011703485e-63,,,,2.285516738304545e-47,
"$S_{x,z}$",,,,,1.3274104122745708e-42,,,,,,,,,,,,,
"$S_{y,z}$",,,2.2560929931329112e-74,7.533465089267003e+41,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,1.9161602786988302e-53,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,0.8482298211723243,,,5.218770116031476e+52,,1182278898308.0286,7460982674.043963,,,1.3229389393351767e-64,5.50369328015263e-35,,,,2.3207650444775476e-33,
"$S_{x,y,z}HF_{y}$",,,,,,,8.458241125939998e-13,,1.0922184463666716e-12,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,1.3403060209198758e-10,915567763322.9491,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,8.51503047164662e-22,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,1.1743939182951884e+21,,8.992802987953433e-52,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,2.03623942259852e+57,,,,7.558927855752247e+63,,,,1.1120003422065162e+51,,5.045174826436422e+37,,,,5.31789483584934e+40,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,1.873360103288676e+62,,,,1.8169617184267721e+34,,,,,1.9820918687694592e-38,,1.1158798566570305e+43,1.799160934355066e+26,,0.5334212036471534,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,8.961538234015755e-44,,1.3337060506799994e+27,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,5.5581464720856874e-27,7.497904050822465e-28,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,5.039800284626603e-17,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,4.3753781507713903e+46,,,,4.308923914463391e+32,,,,,1.8804433537473035e-41,1.874691131816122,,,1.984205610389757e+16,,163857801.8728294
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,,6.1028525256069486e-09,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,2.6495588007405467e-35,,,,,,,,,,,,,,,
$S_{z}$,1e+160,3.7742132755102544e+34,,,89.36732722854403,3.974543223619633e-34,,,,,5.552280626635629e-61,,,3.596248739531889e-107,,1.1097882772139464e-99,,7.677192994394953e-84
"$S_{x,z}$",,,,,4.9049968301545094e-45,,,,,,,,,,,,,
"$S_{y,z}$",,,0.011189771821670849,2.038737301219621e+44,,6.921044415035625e-38,,,,,,,,,,,,
"$S_{x,y,z}$",,,2.5160123912032736e+33,,1.4448686354729205e+37,,,,,,6.766562689059455e-66,,,1.5820327468474028e-116,,3.162579981119038e-92,,2.6220111469093483e-97
"$S_{x,y,z}HF_{x}$",,,,,,,,31.242721643941728,7.790144548176584e-13,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,0.03200745477287539,,1.5095066341813997e-27,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,1283673228161.1733,6.624681053768912e+26,,,3.5862010450385535e-09,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,0.10767889871878021,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,1.8010617028302908e+60,,,1.4778552212585781e+65,,,278846608.83234155,9.28687061159171,,,,1.1160068135089154e-30,,1.058327372431003e-32,,5.521472507245313e-20
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,,,4.2269506153760426e-07,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,1.0986338267480094e-22,1.1337035387823589e-09,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,2.7806752881341755e+106,,,6.320981673690073e+115,,,,,8.96051877009451e+29,2365771.6661329786,9.102213819139643e+21,,3.5189485749306984e+28,2.125417094524912,,3.747133599254548e+27
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,882064813.0586576,2.8417579248645136e-29,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,9.010727726467223e+98,,,3.1619753681175296e+91,,,,,9.448872116979988e+31,,,0.4704958864667111,,,137682.83422609116,211083.39912394417
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,7.263069544006366e-06,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,1.3025594129652475e+83,,,3.813866318527033e+96,,,,,1.8111110735185105e+19,,,2.6687065553225515e-28,,4.737463979404742e-06,,
$S_{x}$,,8.75334330316638e-108,8.643129474866894e-100,,,,,,,,,,,,,,,
$S_{y}$,1.1424206333119212e+107,,1.6243470154519365e-16,,,,,,,,,,,,,,,
$S_{z}$,1.1569883372774537e+99,6156319988815773.0,,5.442993025642376e+30,,,,2.8900096021903613e-19,,,,5.394499610863666e-44,3.3722794779219806e-100,,,,,6.275491343014125e-48
"$S_{y,z}$",,,1.8372244742716368e-31,,4.209826855831976e+44,,,,,,,,,,,,,
"$S_{x,z}$",,,,2.3753946046846927e-45,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,1.8825888472629712e-51,,,,,,,,,,
