ModelName,$S_{x}$,$S_{y}$,$S_{z}$,"$S_{x,y}$","$S_{y,z}$","$S_{x,y,z}$","$S_{x,y,z}HF_{x}$","$S_{x,y,z}HF_{z}$","$S_{x,y,z}HF_{y}$","$S_{x,y,z}HF_{y,z}$","$S_{x,y,z}HF_{x,y}$","$S_{x,y,z}HF_{x,y,z}$","$S_{x,y,z}HF_{x,y,z}T_{yz}$","$S_{x,y,z}HF_{x,y,z}T_{xz}$","$S_{x,y,z}HF_{x,y,z}T_{xy}$","$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$","$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$","$S_{x,z}$","$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$","$S_{x,y,z}HF_{x,z}$"
"$S_{x,y,z}HF_{y,z}$",,,,,1e+160,,,1.098460896017476e-05,,,,4.649994315806264e+38,,3343.5629680288903,,,,1.0653773608792105e+34,,,2.374703970330107e+30
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,2.150540263244622e-39,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,1.5079477968143946e+36,1.0925398054406404e-17,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,0.031038187738678634,6.631529301694286e-37,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,1.6204582899848843e+152,,,4.2954274589599067e-13,,0.0002990821496595064,,,32.218375905814796,,9.15298458710786e+16,,,8.78636525573395e+28,,255341.7480028661,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,,,,0.00011007952093638115,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,3.916320021388651e-06,,,9084.341860262413,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,3.026511564710611e+152,,,3.777316057867549e-43,,9.386345502731001e-35,,,,1.1381270535588121e-29,,,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,3.610807824831058e-49,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,2.7694633680671935e+48,,,,,,,,,,,,,,,,,1e-160,,
"$S_{y,z}$",,,,,,,,,,,,,,,,,,,8.262413092239276e-08,,
"$S_{x,z}$",,,1e+160,,12103001.73613058,,,,3.9353396572729994e-135,1.575785516759085e-141,,,,7.39280087955372e-117,,,,7.3338499912313965e-93,,5.830087445310534e-76,
"$S_{x,y,z}$",,,,,,,,,7.83738315055085e-90,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,2.9046044826313605e-114,4.381018903611476e-139,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,1.2759360883482074e+89,2.2825740358610503e+138,4578999627068.504,,1.2604612433034583e+18,,,,51695.990592316804,,,,18666628283564.145,2.541076722950394e+134,2.3729819419112234e+23,
"$S_{x,y,z}HF_{z}$",,,,,,,3.44280953217449e+113,,2.1838831217381086e-13,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,7.933603713027837e-19,,1.4019296357706038e+29,6.782652694885486e+39,,1.5979177032020706,,,,519054.30626092287,6.346041319485523e+140,5.2458427064761753e-05,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,7.133025613302813e-30,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,1.4743494101563805e-40,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,1.6907474195041384e-32,5.2687630917117904e-14,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,1.934385991142266e-05,0.6258144571501385,,,5.914543996721163e+31,,4.353163406959934e+41,,,33903.24901627478,1.3526672992988374e+116,9.34704784857764e+16,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,18979786765760.727,2.2971800194800355e-42,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,4.21410707910651e-24,19062.714152017277,,,,1.0698565110610535e-17,,,681.3287680246583,4.687513715620174e-15,1.7152401389868621e+75,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,,,,0.0014677202063539002,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,5.357153872724267e-14,1.9265806832499546e-06,,,,2.949569817099134e-05,,,,,1.363540297654894e+92,213332709122046.1,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,5.6535371140401316e+73,4.1442122077324936e-116,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1.768804166008879e-74,,,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,,3.5206188720540463e-43,,,,,,,,,,,,,,,,,
"$S_{x,y}$",,2.4130038469896554e+115,,,2.8404097016515926e+42,,,,1e-160,,,1e-160,,,,,,2.5524260000323604e-145,,1e-160,
"$S_{x,y,z}$",,,,,,,,,1e-160,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,1e+160,,1e+160,1.9105371021312355e+122,9.373262695994997e+38,,,,4.271777020564449e-24,,,,,,1.2606851736155886e+18,,6.596458496531303e-33,
"$S_{x,y,z}HF_{x}$",,,,,,,,3.0908025250492705e-93,5.234130229056968e-123,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,3.235405665342722e+92,,1.066864369892545e-39,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,1.0260479726665808e-29,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,9.746132994163177e+28,3.0255303549270247e-25,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,1e+160,,,,,2.34094615703482e+23,3.3052056422819125e+24,,,,,,,,2.3798707286370447e+49,,1.910577420445501e-15,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,14017.057312099101,3.6607716606248943e-10,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,7.134165022902704e-05,,7.379067071973835e-35,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,2731664503.2957335,1.3551848631354273e+34,,,,,,2.2439320530312984e-09,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,1e+160,,,,,1.515964968969095e+32,,,523401977485332.1,,,445646292.4753506,6.028380269410135e+42,,2.9626166516002174e+20,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,,,,1.6588203718241018e-43,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,3.917841300736326e+144,,,,,7.932194499694518e-19,,,4.2019089018868743e-50,,,,,,,,3.3753945163977375e-21,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,8.286101179902602e-11,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,12068401993.75594,,,1e-160,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,,,6.12857716722097e-45,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,1e+160,,,,,,9.447883517665349e-37,,,3.3017965071484276e-46,,,,,,0.4784500069502293,1.631700103816192e+44,5.958307375125206e-33,
"$S_{x,y,z}$",,,,,,,,,3.982362034152292e-120,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,1.0584381127585158e+36,2.5110725529826564e+119,1e+160,2.9201861515036407e+38,,,,2.8189411162433903e-17,,,,,,1.0035446357024597e+23,,2.923302411442801e+19,
"$S_{x,y,z}HF_{z}$",,,,,,,1e+160,,3.424439224482615e-39,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,1e-160,1e-160,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,619605.0469802694,,1.1611712233363994e-32,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,1.6139313339580398e-06,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,3.0286542427281286e+45,,,,3.547431318227149e+16,,8.611994337292435e+31,,,,,,,1.1173095327432116e+26,,3.762429081250622e+22,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,2.494120938931055e-15,8.801455411987436e+24,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,400942867040194.9,,1719872885551.9734,,,,,6.166204405140673e-13,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,1.1361757268440134e-25,5.814383193087328e-13,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,1.678328990167256e+32,,,,3.420788749346149e-20,,,2.657857406491241e-23,,1621743189645.6672,,,8.984377241473101e+19,8359054167914.838,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,,,,1.1130432005725056e-20,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,2.0900825278993564,,,,9.964678843607404e-24,,,8.950071315911949e-27,,,,,,,,1.1963075964244523e-13,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,8.0453521246858e-17,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1.2429536762370778e+16,,,,,,,,,,,,,,,,,1e-160,,
"$S_{x,z}$",,,1e+160,,3.2214261096904942e+131,,,2.807288811769679e-57,,,,1.1576604616654549e-93,,,,,,3.1258839776020063e-93,,,1.4706811421953711e-92
"$S_{y,z}$",,,,,,,,,,,,,,,,,,,3.1042152324768896e-132,,
"$S_{x,y,z}$",,,,,,,,8.148529629345648e-157,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,6.041134512901228e+139,3.8669866142866435e-36,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,1.2272152713277954e+156,1e+160,,2.5859929183759884e+35,,,8.092043753252763e-28,,,,,,272.8486510172314,3.5621557561425706e+56,,5.6045626182136816e-14
"$S_{x,y,z}HF_{x}$",,,,,,,,1e-160,1.6553182152531718e-140,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,17842605536250.137,,2.9318515076079726e+48,,5.464123871468741e-25,,,,,,2205273575688.827,6.799570425627692e+91,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,,,,,,,,,,,3.4108139426743208e-49
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,1.2357817511775433e+27,,,,,,,695804.3445589106,,,127993237.75903808,8.638111373013133e+92,,1.8301195644951635e+24
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,2.8344279195608295e-60,2.9844784827908e-71,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,1.4371856223949383e-06,3.350669156324073e+70,2.5275013841301877e+28,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,3.528048792840502e+59,,3.956476567248802e-29,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,1.0515157693763233e+67,,1.619201664282505e-12,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,,,,9.510080867290478e-68,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,0.003665035528934487,,,,7.812912756239627e-09,,,,,,,3.199095062917661e+92,617588298022.8511,4.534584783602848e-13
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,2.569957716440003e-79,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,3.891114603182015e+78,,,,,,,,,,,,,,,,,1e-160,,
"$S_{y,z}$",,,,,,,,,,,,,,,,,,,4.727469460566702e-84,,
"$S_{x,z}$",,,1e+160,,2.1152965838093973e+83,,,,3.779894568396417e-70,,5.227682803535935e-68,,,,2.1241198249064242e-98,,,3.4367996105562236e-87,,,
"$S_{x,y,z}$",,,,,,,,,1e-160,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,3.3140151017424964e+150,,1.8694111396399036e-08,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,3.0174877582006307e-151,1.7146406012144932e-102,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,1e+160,5.832125981921181e+101,53492780.62998092,,,3844399059.1929502,,,,3.0732225005123444e-13,,,33320.3911156156,2.6455764358111188e+69,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,3.602207719965799e-19,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,2.6011867774463787e-10,2.776075334182823e+18,,0.10390246505440666,,,1.0816288857480424e-42,,,2.689469273491655e-25,1.912893412973743e+67,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,9.624410734397571,,,,2.5892700684760846e-38,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,1274717212479.1494,,1.5664658833880196e-23,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,3253913440479.131,,9.245315220186739e+41,3.862092302285602e+37,4.190612828965893,6.3837968678714985e+22,,,,2.7911387633022833e+18,4.7078323373026e+97,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,7.844877202647462e-13,0.23862858269509174,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,,5.52668281397038e-09,,3076163721.1919007,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,,3.2508022674831384e-10,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,3.0011652520229572e-05,,3.718205706443081e+24,,,,3.582767052458792e-19,,180940363.9869099,,2.909683756156375e+86,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,3.0983716455217186e-34,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,3.2275017796698666e+33,,,,,,,,,,,,,,,,,1e-160,,
"$S_{y,z}$",,,,,,,,,,,,,,,,,,,1.0439488704133187e-57,,
"$S_{x,z}$",,,1e+160,,9.579013190598899e+56,,,,1.405000909569539e-115,,2.382606144491193e-99,9.481216119892053e-108,,,,,,1.9891290057892896e-87,,,
"$S_{x,y,z}$",,,,,,,,,1.0436582104447379e-140,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,1e+160,,1.3573580956205253e-11,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,9.581680956391521e+139,2.048509222660397e+142,73672526301.38426,,,61360370902.44953,3.1585158843505495e-21,,,,,,1901963536218.4607,7.117433114732842e+114,,
"$S_{x,y,z}HF_{x}$",,,,,,,,1e-160,4.881598720367492e-143,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,7.33072014519629e-30,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,1.6297163548600382e-11,1.3641224602678154e+29,,6.345149848862433e-08,,,,,,2.188467662170309e+17,4.1970847859688977e+98,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,3.166043916241437e+20,,15760069.089294735,,,104577368.15919909,,,,3.299285372532775e+35,1.0547170187397703e+107,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,4.431273765814689e-19,3.2128561892849372e-55,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,6.90535022301956e-09,2.2566874737339776e+18,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,9.562298397849243e-09,144815247.26528957,,3.1124953657591596e+54,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,,5.0566826832266277e-11,,10741502233.770353,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,,9.30968479302724e-11,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,5.25772435147852e-13,,4.5694072491265296e-18,3.0309593960110404e-36,,,,,19775810796.217655,,5.027326016007686e+86,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,2.3042829825052275e+62,,1e-160,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,4.3397447604842145e-63,,,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,1e+160,,4.4525464563233954e+36,,,,1e-160,,,,1.0902288426538388e-159,1e-160,,,1e-160,,,,,
"$S_{x,y}$",,,,,2.2459058199826863e-37,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,1e-160,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,1.059762123483464e-100,4.12157224022285e-34,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,1e+160,1e+160,9.436079831886948e+99,,4.0976372637083726e+21,,,3.4833163421797965e+25,4.1678820888377046e+20,,,6435945176.135108,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,2.4262585773479755e+33,2.440430754710087e-22,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,,,,,,,,,,,7.1779868736393e-07
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,1393148.2706835761,,2.3405755122839854e-28,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,9.172386208071662e+158,,,2.870827400574873e-26,,,,,2.6746872999724007e-09,,,1.12773913007547e-22,,,,,4.272453483135769e+27
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,1.7370847367757947e-51,,3.6679688715348065e-33,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,1.0456854623614962e-43,2.726304489006105e+32,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,1e+160,,,2.3993001209851153e-21,,,,373875480.7002369,,5.756771554254178e+50,9.56310512093834e+42,5.835568617136582e-11,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,2.611338024975626e-06,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,1e+160,,,1.55377333496883e-10,,,,8.86729894646006e+21,17136290661.777596,,,,382945.4442265604,1.1341228371825117e+23,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,8.8173870344088e-24,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,6.353977064883076e-28,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1.5738174528938147e+27,,,1e-160,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,1e+160,,,,,,1.3583464593608758e-120,,7.788940401837735e-73,,1.0241405617724775e-53,,,,,1.3686365076582908e-49,3.032893127415366e+23,,
"$S_{x,z}$",,,,,3.297181793056456e-24,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,,1e-160,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,1e-160,1e-160,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,1e+160,,0.0003620559909332819,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,7.361892049768484e+119,1e+160,1e+160,2762.003737107821,,,1.2392404873694736e-15,,1.5262044509720856e+38,,,,,1.3924822171681012e+32,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,1.80838094146842e-27,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,1.283871680112045e+72,,,,806945875471428.9,5.529808333348127e+26,,2.521802728976192e+37,4.560320766495147e+27,,,,,3.394183510753372e+18,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,3.965417233115544e-38,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,0.04089940444464159,,9.479579751313284e-17,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,9.764284682459042e+52,,,,6.552202094307024e-39,,2.192828204864532e-28,,,24.450233776717365,2.8643880322883408e+17,,1694036321275.3499,8.025742374189472e-12,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,3.491147109706036e-18,1.0548990843834208e+16,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,5.903061153064022e-13,,,4.3022317345180966e+27,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,2.324375026051479e-28,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,7.306541907982417e+48,,,,7.18142025564754e-33,,2.9462166580911834e-19,,124599065528.93695,,,,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1e+160,,1e-160,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1e-160,,,,,,,,,,,,,,,,,,,
"$S_{x,y}$",,,,,1e-160,,,,,,,,,,,,,,,,
"$S_{y,z}$",,1e+160,,1e+160,,,,3.401760063918927e-46,,,,5.448421620645225e-22,,,3.0290347754908354e-31,2.7534305021052857e-41,,,,,
"$S_{x,y,z}$",,,,,,,,1.1496565106234357e-62,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,3.947252440580368e+100,2.865848082738221e-51,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,1e-160,2.5334077692101425e-101,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,2.939654711708182e+45,8.698250223083762e+61,1e+160,,3.489368491035065e+50,,,1.1132838052655671e+20,,,7.268758146806382e-16,1.1165145940565185e-21,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,,,,,,,,,,,1.1858635107901418e-31
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,8.432673666918879e+30,,1.5728723347851484e-55,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,1.8353939353936703e+21,,,8.982435523361054e-21,,,,,,,918641.5665317255,7.382432946102044e-16,,,,,6.357795085362718e+54
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,3.301381707768464e+30,,,1375750822634485.8,,,,1.0885638495277743e-06,2330394907.336815,7.758176659613842e+27,,0.5271193955424015,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,2885887.880903579,,1.2889626569160573e-28,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,3.4651380832123576e-07,4.291118199974116e-10,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,3.631833086890682e+40,,,8.956443608737814e+20,,,,1354566993429996.8,,,1.897103404762802,,,9.999199156387852e+26,,2953.8599589781284,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,0.00033854008446153436,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,1.0000800907752334e-27,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,9.965818608875034e-117,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1.003429862860892e+116,,,,,,,,,,,,,,,,,1e-160,,
"$S_{x,z}$",,,1e+160,,5.240718284138775e+92,,,,6.294783553561548e-79,,,1.326508712202172e-71,,,1.9027133995444306e-91,,,,,2.0295524886737979e-84,
"$S_{y,z}$",,,,,,,,,,,,,,,,,,,1.9081353848508449e-93,,
"$S_{x,y,z}$",,,,,,,,,1e-160,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,1e+160,5.911254608182094e+110,19.26951260767463,,,,1.419659886259001e-06,,,5.101826079435344e-18,,,,1.5886169738659347e+78,9.889084413761113e-27,
"$S_{x,y,z}HF_{z}$",,,,,,,5.268982835898851e+66,,0.05189544854402397,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,1.8978995209222524e-67,1.6916882561881953e-111,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,5.925561334520887e+43,,4.900078019054022e-06,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,1.687603829487414e-44,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,704394.0662683211,,204078.38326481456,,,,9.180184036703538e-22,,,,7.538585994960212e+70,8.630203930111334e-08,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,6.262636287195482e+59,,0.06665996696873405,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,1.5967716376002695e-60,9.389550904346185e-77,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,1.960082496796279e+17,,,1.0893027808613351e+21,1.0650136627270697e+76,15.001507583540153,,,,,5.255652271326998e+90,4.4015715338899737e-29,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,,,,5.309398205596926e-12,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,1.011215961114109e+26,,,11587211.705518754,,,2.2719158198395354e+28,188345262735.3973,,7.448215784331629e+56,4.927194569150786e+83,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,,1.342603422021742e-57,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1e+160,,,,,,,,,,,,,,,,,1e-160,,
"$S_{x,z}$",,,1e+160,,8.026747658218943e+87,,,,8.158651469784924e-48,,2.262951321216076e-27,,,,1.3421438638225205e-29,,,51907.62448997403,,,
"$S_{y,z}$",,,,,,,,,,,,,,,,,,,1.245834605222771e-88,,
"$S_{x,y,z}$",,,,,,,,,1e-160,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,1e+160,1e+160,15129529766.395138,,,5.160793120295338e+21,,,,6.523287889836454e+21,,,4.95518208227793e+25,1.2256927553572302e+47,,
"$S_{x,y,z}HF_{x}$",,,,,,,,9.583740761246177e-124,1e-160,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,1.0434339000943195e+123,,6.609590750276613e-11,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,8.690761433459909e-16,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,1.9376866630584347e-22,1150647164412942.0,,105142.48209282702,,,6577.3369368586555,,,3.750740038713582e+50,4.4190080035067436e+26,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,9.510903491103922e-06,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,1.5329692892414583e-22,,0.00015203721652088593,,1.4954809131925213e+92,6.111634302479809e+47,,7.679666251639741e+24,,5.658169823444623e+23,7.450766098590426e+28,,
