ModelName,$\hat{S}_{x}$,$\hat{S}_{y}$,$\hat{S}_{z}$,"$\hat{S}_{y,z}$","$\hat{S}_{x,y}$","$\hat{S}_{x,y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x}$","$\hat{S}_{x,y,z}\hat{A}_{y}$","$\hat{S}_{x,y,z}\hat{A}_{z}$","$\hat{S}_{x,y,z}\hat{A}_{x,z}$","$\hat{S}_{x,y,z}\hat{A}_{y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$","$\hat{S}_{x,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y}$"
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,4.0927769111767894e+44,0.002094035690172635,,,5.266681824554448e+43,,,1.1013981995003617e+40,,1151999242985070.8,,4.086884475107045e-16,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,8.680561259821587e-16,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,4.736093962641506e+48,,5.172612884178491e-100,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,2.1114445952467138e-49,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,1.933258920377953e+99,,44312330830076.51,,1.991782577564171e-53,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,,2.256708192206538e-14,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,5.020628311865943e+52,,,,6.188868622096581e-87,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,4.800568482105242e-43,9.718329832520009e-77,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,2.0830866255270246e+42,,3.215824283304741e-49,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,1.6158042140846634e+86,1.02898339244851e+76,3.109622640738163e+48,,299359466393305.94,,,,,,,,,5.358517641343673e+36,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,3.3404656015994333e-15,,4077198216153629.5,1.3169171458661869e+17,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,2.4526646657453554e-16,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,7.593492142911251e-18,,,2.2713819547980055e+19,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,4.402606078152674e-20,,629330.5797410057,9.952074948793753,,,,7.916013602633165e-20,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,1.5889900033326514e-06,,3.297712099005938e+18,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,0.10048155838307926,3.0324054070743163e-19,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,1.866187753651298e-37,,,,1.263262104132012e+19,,,381401156.2829354,,1.5166697557012813e+29,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,,,2.6219112960899587e-09,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,6.593393164470519e-30,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,2.3702296687102453e+99,1e-160,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,4.219000433591516e-100,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,1e+160,,,3.485270568832698e+60,3141051109.403031,,,,,1.8067570514835936e-61,4.604078635311079e-98,,,,,,,1.8494760054789784e-49,,
"$\hat{S}_{x,y}$",,,,2.8692176984552578e-61,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,3.183647655418297e-10,,,,1.4866862485586039e-86,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,3.6874505688227316e-57,2.4400492062720383e-55,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,6.726368801551344e+85,2.7119007599856817e+56,,1111949713640955.0,,9.302409767478132e-12,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,4.098278007794041e+54,8.993212442364968e-16,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,,,,,7.440521220625564e-32,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,5.5347784539092505e+60,,,,107499027133.38528,,,,1.0586765168047664e-17,,,,,,,2.929760813929574e-09,,1.343991866091237e+31
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,2.1719872296065464e+97,,,,,,,9.445755942694749e+16,,,,551.8768652282366,,,,3.0396296787414997e-12,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,6.835101848602285e+28,,2.8271574842222448e-05,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,,1.463035990026236e-29,0.002248396814007742,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,0.0018119984058154633,444.7613489620239,35371.21669311964,,,,,1.1315358794907992e-24,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,5.4069368677265937e+48,,,,,,,341324791.85518867,328987444422.51624,,,8.837545659179703e+23,,3.5340779207230453e+39,19399919.78824292,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,,,,2.8295923927885766e-40,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,5.154660487854375e-08,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,390328954234619.2,1.9053522411090414e-155,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,2.561941637050372e-15,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,1.0137613103429488e-14,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,5.248373389573015e+154,,,98642549266523.75,7.76875230746114e-53,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,1.2872079845300205e+52,,,,,4.592574812568733e-55,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,2.1774277846563308e+54,1e+160,4.0155399838835297e+24,,,2.4126956163608707e+30,,6.04948626013098e+27,,,,,,1.0109118470231074e+45,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,1.0797839383253978e-124,1e-160,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,9.261112010527475e+123,,2.490325097031844e-25,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,4.144741645895328e-31,104415000179.34702,,4.611446756168756e+37,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,9.577168014963018e-12,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,2.1685168513813913e-38,,4.382818292058138e-26,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,7.467786498276451e-61,6.481914191570663e-17,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,1.6530329304001899e-28,,,2.2816369134263325e+25,,8.541894215333073e+17,1.339084881752843e+60,,,,22.16541676226454,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,1.1707005200379986e-18,,1.5427541470703814e+16,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,9.892059361503774e-46,,,,0.04511532585764178,,,321685638.9693847,,2.207577326137515e+47,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,,,3.1086249395645904e-09,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,4.52985264959959e-48,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,0.6921224745748051,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1.4448309897960396,,8.914426603791798e-129,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,1.1217771422052482e+128,,,8.00207816806626e+87,,,9.206093148997497e-06,4.933030418448285e-38,,,,,,1497856198.9559069,,8.516575225114781e+18,,24398867130760.355,
"$\hat{S}_{x,z}$",,,,4.0985509476350696e-14,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,1.2496753705689615e-88,,,,,3.245786087645989e-123,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,48261245476.54901,3.598252856498319e-54,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,108623.71082014259,,3.0809177592022137e+122,2.7791265369081412e+53,3.4521999073129385e+43,,4.786202149100991e-05,,,,,,2.6761437075701765e+40,,6.183669488986837e+25,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,2.072055932509901e-11,,2.8967036291312635e-44,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,2.0271514975059815e+37,,,,,20893.39248213395,,55830353350290.47,2.355185744328409e+55,,,,2686411888763.4116,,6.113000149346672e+31,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,1.7911403743512172e-14,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,4.24594961313828e-56,,,,373150122.87674433,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,,9.829275049527724e-33,4.751566482711262e-52,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,2.679886562251813e-09,1.0173690276863785e+32,,273707.6907416015,1.936838785229048e-36,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,2.1045691008187182e+51,3.653532705970134e-06,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,1.3530457122883134e-40,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,6.676208308227841e-10,,,,,3.7367201065145973e-41,3.7224373677869343e-13,,,,5.16305232849693e+35,,,7.39073329835079e+39,0.05153858091356331,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,1.1741809043746487e-19,,,,,1.6171627571315183e-26,1.635857967559309e-32,,,,,,19.402940132890464,,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1.0903512997436858e-68,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,9.171356059602762e+67,,,,,,,,,,,,,,,,,,1e-160,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,,2.5329965714781457e-51,
"$\hat{S}_{x,z}$",,,1e+160,3.947893223623449e+50,,8.43723755541065e+44,,,7.602151227248356e-56,,1.2546454177825476e-67,,,1.5536324709221652e-21,,,,2142923972.1886067,,,
"$\hat{S}_{x,y,z}$",,,,,,,,,3.269993762963214e-86,,,,,,,,,,,1.1852220509765282e-45,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,1.8245559546415231e-09,2.3649758816543237e-62,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,548078559.8578551,,9.850187304596056e-24,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,3.058109808423049e+85,4.228372930807608e+61,1.0152091214888921e+23,,,2189.6368499436944,,,1.350927682742932e+22,,,,4.244298250077488e+67,,1.3154171366858693e+55,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,0.00045669673490639077,7.512485288342417e+41,,1.0311697802431691e+103,,1.0439178433068534e+47,,,,5.346127492938709e+74,,7.970379406218162e+66,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,1.3311174153668708e-42,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,9.697724071822404e-104,,,2.7030197832127407e-55,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,1.7065037479189258e-37,2.474885657232972e-75,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,7.402320736884995e-23,,9.579297896013221e-48,3.6995659677023355e+54,8.161961130465265e+18,,4.0405907120494726e+74,,6.3080131127271e+79,2.75393377396805e+41,,6.436528707503427e+20,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,,1.225195739131137e-19,5.859934390530908e+36,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,5.393937599473343e-13,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,1.5852852271064426e-80,,1853933201039.6982,,268.2159070033009,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,2.3561020952798098e-68,,1.8705128175877278e-75,,,3.631169381967867e-42,,,0.003728339646864021,,,4.666521131772501e-10,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,5.235744264236428e+17,5.971540357901929e-139,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1.909948136372238e-18,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,1.674609799256795e+138,,,3.6570828461475584e+77,275266.6981756298,,,2.2420897419221716e-126,,9.094680926603284e-107,,,,1.431101189984614e-63,,,9.421359141729215e-66,,,
"$\hat{S}_{x,y}$",,,,2.734419869797096e-78,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,3.6328404657288586e-06,,,,,1.8431656131337577e-114,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,4.4601247724486154e+125,,5.425448439762263e+113,5.632213581582588e+77,1.50520876430891e+38,,,1.052981814599151,,,,4.6795903776498235e+35,,,1.4543010207318334e+32,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,1562903585.3804169,1.775500849736972e-78,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,6.39834734115474e-10,,6.643596713703247e-39,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,8.742939065943499e-23,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,1.0995437971604396e+106,,,,,0.9496840174591998,1.1437801321243504e+22,,1.2685308270598683e+55,,,1.8834694694773868e+16,,,3.0662578534279864e+16,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,7.883135188111633e-56,,,,6.026120099375914e-19,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,,8.907542092171766e+38,6.632045086820399e-18,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,1.1226441476811343e-39,,1.0295518040747419e-39,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,6.987626081218975e+62,,,,,2.13693917479636e-36,,5.30935072856516e-17,1.6594425326895882e+18,1.507830521217747e+17,9.71296437966713e+38,,,802177522212.2957,542430.6785159331,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,1.2466068573476568e-12,,,9.483814076588183e-14,67921056052217.3,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,,1.4722974849378168e-14,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,1.0614179811602618e+65,,,,,6.876155525881292e-33,,3.261304325342467e-17,,,,1.8435535444565133e-06,,10544280939338.613,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1.7611332648239656e-107,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,5.678162010641229e+106,,,,,,,,,,,,,,,,,,1e-160,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,,7.428552698771239e-29,
"$\hat{S}_{x,z}$",,,1e+160,1.3461572402460182e+28,,6.216130270737667e+108,,,,,8.235997981326932e-27,3.735987013801591e-11,,,,2.4474487326388985e-15,,,,,
"$\hat{S}_{x,y,z}$",,,,,,,,,2.7599240602249554e-94,,,,,,,,,,,1.608717894326449e-109,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,1502332996672496.2,,3.575668566919417e-09,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,3.623288098435912e+93,4.574979087081456e+56,279667978.5289889,,,3.920218282344057e-17,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,6.656313894555275e-16,2.185802341312856e-57,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,0.4146471399585736,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,2.5508783643600056e+16,2.411689129460552,,0.802594181332205,,,,0.12494709561023755,,,,1.214181939173917e+26,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,1.2459596932787704,,9.962577243470802e+22,,,1.1937377826192018e-06,,,,26766688329.102085,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,9.522811353924718e-33,,3.276270888180667e-15,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,1.0037563328860234e-23,,1.0501100597649258e+32,1415.4299511108459,3.1258760301634876e-09,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,0.0007064991094862649,305225066586391.44,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,8.003387314575281,837704.9085318233,319910319.65131986,,,,,8.495664087558812e+21,924390.5379199989,408588742499123.06,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,1.081793851168287e-06,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,1.177071020809799e-22,,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,6.216191043362425e-53,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1.6087021666874092e+52,,,,,,,,,,,,,,,,,,1.5260326517947837e-148,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,,5.610998457182822e-87,
"$\hat{S}_{x,z}$",,,6.552939734440735e+147,1.7822139992212392e+86,,2.197645427368866e+90,,,,,5.027287863212911e-69,,,,9.645927346068065e-50,,,,,,
"$\hat{S}_{x,y,z}$",,,,,,,,,1.0768879787850146e-159,,,,,,,,,,,4.55032457714187e-91,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,1.9499116795609325e-114,,1e-160,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,5.128437408124931e+113,3.6848744883395606e-67,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,9.286016927482443e+158,2.7137966385677615e+66,1e+160,,,1.7647244237364287e-10,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,3.352585080086994e-33,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,5666607128.849686,2.9827729233169875e+32,,1.979713281400339e+22,,,393925.71844133514,,,,,1.9891441015691228e+68,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,5.051236506796861e-23,,,,1.1854082780412102e-15,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,2.5385496635171426e-06,843591206948898.5,5.526602270088399e+18,28191193553128.89,,,,,7.841380851687418e+28,1.0367069584114445e+49,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,3.611272578603577e-13,,3.5472070315696573e-14,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,,2769106951175.323,1.809430009849442e-19,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,,,,2.8066280873648314e-32,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,1.275285589252824e-29,,3.5629943436463967e+31,7.27623025257771e+44,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,1.3743380367130844e-45,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,9.414743767644466e+83,5.4513629248688345e-139,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1.0621637982721182e-84,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,1.834403641405073e+138,,,2.847709061429486e+73,40327048167729.5,,,,3.6692494055108024e-75,,,,4.966939405579809e-55,,,,8.729752350142165e-94,,,
"$\hat{S}_{x,y}$",,,,3.5115946834049908e-74,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,2.4797252599316696e-14,,,,,9.977128453579894e-104,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,1.0022923977100746e+103,1.5646722112232715e+109,1.0985690063604215e+47,,1.1277029454827713e-17,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,2.2278655071974174e+49,,9.102750889659792e-48,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,4.488601294689317e-50,6.391114974926238e-110,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,1.360650634527072e-27,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,2.725353034051356e+74,,,,,8.867583471389254e+16,,7.349425154588451e+26,3.656139038253825e+54,,4.8788236266657776e+23,,,,2.644713915673745e+30,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,2.7351257420385218e-55,,,,1.17064704268294e-40,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,2.0133122600139035e+54,,,,,,2.0496744226095483e-24,,8.542284425100126e+39,88.81906778636503,,6.350152234812947e+27,8.997557583375395e+18,,6.140107925733371e-10,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,,0.011258843679887328,24358790151854.53,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,4.10529420289729e-14,1.5747653962022793e-28,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,7.347419663387666e-17,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,1.1114127258798318e-19,,,1.3610220265258826e+16,0.0035708604055648438,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,1.1455078676816243e+93,,,,,,3.781127304823246e-31,,,,1628635867.7979763,,280.04455129122266,,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1.742705540470522e-27,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,5.738204055574442e+26,,,,,,,,,,,,,,,,,,1e-160,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,,2.0616880008619985e-74,
"$\hat{S}_{x,z}$",,,1e+160,4.850394432047413e+73,,6.644591403952034e+66,,3.090160629275545e-13,,,,,,810816355779.807,,,,,,,6846671.752770765
"$\hat{S}_{x,y,z}$",,,,,,,,2.3532715173761064e-47,,,,,,,,,,,,1.504983435708666e-67,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,1.9663874101071052e+96,1.8670528847752703e-09,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,1.2657552254656435e-91,5.085467873014565e-97,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,4.2494034054982244e+46,7.900421660373726e+90,,535603467.9865889,,,,,5.261754880699758e+19,,,,,,3236077731772.925,9003.35091531618
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,,0.0001110697571832767,,,3.8222499834939044e+18,2.8839765792460807e+24,,0.015318806062009836,,,,,,1.4605636667119497e-07,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,,,,,,,,,,,2.6162600675477113e-19
