ModelName,"$(\sigma_{x,x}\sigma_{y,y})^{\otimes2}$","$(\sigma_{x,x}\sigma_{y,y}\sigma_{z})^{\otimes2}$","$(\sigma_{x,x})^{\otimes2}$","$(\sigma_{x,x}\sigma_{z})^{\otimes2}$","$H_{(1,2)(1,3)(2,4)(3,4)}\sigma_{z}^{\otimes4}$","$H_{(1,2)(1,3)(2,4)(2,5)(3,4)(4,6)(5,6)}\sigma_{z}^{\otimes6}$","$(\sigma_{x,x})^{\otimes3}$","$(\sigma_{x,x})^{\otimes4}$","$(\sigma_{x,x})^{\otimes5}$","$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z})^{\otimes3}$","$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z})^{\otimes4}$","$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z})^{\otimes5}$","$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z})^{\otimes2}$","$(\sigma_{x,x}\sigma_{z})^{\otimes4}$","$(\sigma_{x,x}\sigma_{z})^{\otimes5}$","$(\sigma_{x,x}\sigma_{z})^{\otimes3}$","$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z}\sigma_{z})^{\otimes5}$","$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z}\sigma_{z})^{\otimes2}$","$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z}\sigma_{z})^{\otimes4}$","$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z}\sigma_{z})^{\otimes3}$"
"$H_{(1,2)(1,3)(2,4)(3,4)}\sigma_{z}^{\otimes4}$",,,,,,111361.82909726733,,,,,,,,,8.714800040979108e-22,,,9.172628593228046e-42,,
"$H_{(1,2)(1,3)(2,4)(2,5)(3,4)(4,6)(5,6)}\sigma_{z}^{\otimes6}$",,,,,8.979737564534477e-06,,,,,,,,,,,,,,,
"$(\sigma_{x,x})^{\otimes5}$",,,1.341643991040742e+58,1363.6021861680956,,,,193754109950865.88,1.3591689097744183e+24,,,,,,4.8146254620344115e-42,,,,,
"$(\sigma_{x,x})^{\otimes4}$",,,6.175815108314432e+46,,,,5.161180840259802e-15,,5611475653022.329,,,,,,,,,,,
"$(\sigma_{x,x})^{\otimes3}$",,,3.4301810124210997e+31,,,,7.35743727515052e-25,1.7820624410290404e-13,,,,,,,,,,,,
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z})^{\otimes4}$",2474847.947754628,,,,,,,,,,1555644676233.7961,310298.80368385796,9879127.25459549,,,,,2.581313624019676e-16,,
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z})^{\otimes2}$",,,,,,,,,,6.428203144827341e-13,,5498.859123144291,3256.8733536821483,,,,,,,
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z})^{\otimes3}$",,,,,,,,,,3.22270014620756e-06,0.00018185590458047454,,6.623504326441701e-05,,,,,,,
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z})^{\otimes5}$",,,,,,,,,,1.0122351643307644e-07,0.00030704294929657683,15097.748121155422,,,,,,,,
"$(\sigma_{x,x}\sigma_{z})^{\otimes3}$",,,,146910438521618.38,,,,,,,,,,,0.4070195345386564,7083837656.201324,,,,
"$(\sigma_{x,x}\sigma_{z})^{\otimes4}$",,,,3.339506155634283e+17,1.1474732584772536e+21,,2.077004759530042e+41,,,,,,,2.4568845353662643,,19843158036981.43,,1.1380670400572982e-16,,
"$(\sigma_{x,x}\sigma_{z})^{\otimes5}$",,,,3.2379217241523657,,,,,,,,,,1.41166419747717e-10,5.039520413717984e-14,,,,,
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z}\sigma_{z})^{\otimes2}$",,,,,,,,,,,,,,,,,,2.8839408763274894e-27,492.2042996898431,6.175820186199794e-09
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z}\sigma_{z})^{\otimes3}$",,,,,1.0902000335413979e+41,,,,,3873996521363332.0,,,,,8786828585683784.0,,3.467477465326664e+26,,5.181281273434069e+16,157876821439.19434
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z}\sigma_{z})^{\otimes4}$",,,,,,,,,,,,,,,,,0.002031676685128794,1.930024538770535e-17,,264362153.7858611
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z}\sigma_{z})^{\otimes5}$",,,,,,,,,,,,,,,,,161921812.78764468,6.3340520215954955e-12,3.782689714390892e-09,
"$(\sigma_{x,x}\sigma_{y,y})^{\otimes2}$",,3292063214.456329,,,,,4.669766518585482e-19,,,,,,,,,,,,,
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z})^{\otimes2}$",3.037608742167322e-10,,,,,,,,,,,,,,,,,,,
"$(\sigma_{x,x})^{\otimes2}$",,,,1.0000974178950516e-96,,,,,,,9.086150157916484e-62,3.575095748127349e-66,1.4000692533167513e-35,,,,,,,
"$(\sigma_{x,x}\sigma_{z})^{\otimes2}$",,,9.999025915942703e+95,,1.0901195848180706e-11,,,,,,,2.5328811422418247e+38,,8.69608184718565e+36,4503351622302.819,8.37436788060825,,4.373896517452847e-37,,
"$H_{(1,2)(1,3)(2,4)(3,4)}\sigma_{z}^{\otimes4}$",,,,91733055155.31027,,1.254693746576856e+43,,,,,,,,,,,,4.475494895486117e-20,,
"$H_{(1,2)(1,3)(2,4)(2,5)(3,4)(4,6)(5,6)}\sigma_{z}^{\otimes6}$",,,,,7.970072399964299e-44,,,,,,,,,,,,,,,
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z})^{\otimes4}$",2.141434686338258e+18,,,,,,,1.1700055673154774,250883439266.6595,320618582.5804666,,,,,,,,1.8980752221004762e-22,,
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z})^{\otimes3}$",,,,,,,0.8546967877208078,,0.23451417256004337,0.825250115993944,,,,,,,,,,
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z})^{\otimes2}$",,,,,,,3.985914745600717e-12,4.26413461107118,,5.737951191146385e-14,,,,,,,,,,
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z})^{\otimes5}$",,,,,,,3.1189708093386225e-09,1.2117538436157436,17427823393530.994,,,,,,,,,,,
"$(\sigma_{x,x})^{\otimes4}$",,,1.1005761324874546e+61,,,,,,,,,1.9830494276317232e-10,4.464702277297482e+24,,,,,,,
"$(\sigma_{x,x})^{\otimes5}$",,,2.7971278825855347e+65,3.948073138224367e-39,,,,,,,5042738653.2380085,,1.1353823899021902e+36,,,,,,,
"$(\sigma_{x,x})^{\otimes3}$",,,7.142503827085761e+34,,,,,,,,2.2397910048445776e-25,8.80760533978466e-37,,,,,,,,
"$(\sigma_{x,x}\sigma_{z})^{\otimes5}$",,,,1.1499431785173852e-37,,,,,,,,,,,4.794050298037064e-16,9.711285517631841e-20,,,,
"$(\sigma_{x,x}\sigma_{z})^{\otimes4}$",,,,2.220568331923065e-13,,,,,,,,,,2085918874087434.0,,2.9322010057907335e-16,,,,
"$(\sigma_{x,x}\sigma_{z})^{\otimes3}$",,,,0.11941199792710415,,,,,,,,,,1.0297297903397e+19,3410407397122925.5,,,,,
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z}\sigma_{z})^{\otimes4}$",,,,,,,,,,,,,,,,,,5.470610084902097e-19,5.167114109168217e+20,60662015.353084154
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z}\sigma_{z})^{\otimes3}$",,,,2.2862909444925626e+36,2.2343897677295473e+19,,5.268495096276349e+21,,,,,,,,,,1.8279496883900037e+18,,7.236351790715448e+32,2.588501341447089e+40
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z}\sigma_{z})^{\otimes2}$",,,,,,,,,,,,,,,,,1.935316269144628e-21,1.38191180987503e-33,,2.8289614077748567e-07
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z}\sigma_{z})^{\otimes5}$",,,,,,,,,,,,,,,,,1.648478037169529e-08,3.8632392573571353e-41,3534866.17827904,
"$(\sigma_{x,x}\sigma_{y,y})^{\otimes2}$",,5.6891971963379495e-09,,,,,,,,,,,,,,,,,,
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z})^{\otimes2}$",175771724.10963094,,,,,,,,,8.595900300352207e-18,,,,,,,,,,
"$(\sigma_{x,x})^{\otimes2}$",,,,8.533202671907213e-61,,,1.6960749269939852e-33,1.3373910995813415e-69,1.1824361093184367e-50,,,,,,,,,,,
"$(\sigma_{x,x}\sigma_{z})^{\otimes2}$",,,1.1718929438910128e+60,,,,,1.4658259365576758e-06,,,,,,1370119875535334.8,0.060601622936054846,1.6004078720497964e-15,,,,
"$H_{(1,2)(1,3)(2,4)(3,4)}\sigma_{z}^{\otimes4}$",,,,,,2.8052671047159123e+20,,,,,,,,,,9.73643261013991e-11,,,,1.485027524297008e-20
"$H_{(1,2)(1,3)(2,4)(2,5)(3,4)(4,6)(5,6)}\sigma_{z}^{\otimes6}$",,,,,3.5647229396406065e-21,,,,,,,,,,,,,,,
"$(\sigma_{x,x})^{\otimes3}$",,,5.895965939266233e+32,,,,,2.2936014425039301e-29,1.8528932731174716e-18,,,,,,,,,,,
"$(\sigma_{x,x})^{\otimes5}$",,,7.477244317784388e+68,682209.2412612,,,4.359955402313916e+28,,1.7101993938978693e+19,,,,,,,1.3635681303847143e-32,,,,
"$(\sigma_{x,x})^{\otimes4}$",,,8.457116558935316e+49,,,,5.396964922418394e+17,5.847271397522894e-20,,,,,,,,,,,,
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z})^{\otimes4}$",,1.163345275141251e+17,,,,,,,,,1184893.3021125551,3333486102776282.0,19155859.905885078,,,,,,,2.8002334553794974e-24
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z})^{\otimes3}$",,,,,,,,,,8.439578468517735e-07,,73703799993423.1,1.8801934426086725e-06,,,,,,,
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z})^{\otimes5}$",,,,,,,,,,2.9998625138024533e-16,1.3567821470388696e-14,,6.806589648076064e-13,,,,,,,
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z})^{\otimes2}$",,,,,,,,,,5.220334690862816e-08,531860.1678625955,1469164518067.661,,,,,,,,
"$(\sigma_{x,x}\sigma_{z})^{\otimes5}$",,,,7.298631439889732e-16,,,,,,,,,,,2.955774504235255e-24,4.929832946726973e-18,,,,
"$(\sigma_{x,x}\sigma_{z})^{\otimes3}$",,,,16.50120824412858,,,,,,,,,,3.3832080172798204e+23,,0.00019983991441864792,,,,
"$(\sigma_{x,x}\sigma_{z})^{\otimes4}$",,,,624840715585336.2,10270702217.551016,,,7.333700294959681e+31,,,,,,2.0284663005952816e+17,5004.005345524136,,,,,2.9280824695462864e-32
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z}\sigma_{z})^{\otimes4}$",,,,,,,,,,,,,,,,,,1.634453096529872e+16,1961.9202267049714,1.7058359625789676e-24
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z}\sigma_{z})^{\otimes5}$",,,,,,,,,,,,,,,,,6.118254492117961e-17,,364257.2522508765,2.823518756650124e-37
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z}\sigma_{z})^{\otimes2}$",,,,,,,,,,,,,,,,,0.0005097047200942985,2.7453125334379493e-06,,4.3570497357198904e-32
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z}\sigma_{z})^{\otimes3}$",,,,,6.733881922312426e+19,,,,,3.5711308215352945e+23,,,,,,3.415204354387438e+31,5.86222838500925e+23,3.541680031856487e+36,2.2951310190513026e+31,
"$(\sigma_{x,x}\sigma_{y,y})^{\otimes2}$",,0.00042165682494103135,,,,,,,,,,,,,,,,,,
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z})^{\otimes2}$",2371.5968551910664,,,,,,8.115649480690866e-23,,,,,,,,,,,,,
"$(\sigma_{x,x})^{\otimes2}$",,,,7.146357687852769e-60,,,,,,,1.159162017701575e-36,2.1680025350706575e-47,1.966798690752141e-52,,,,,,,
"$(\sigma_{x,x}\sigma_{z})^{\otimes2}$",,,1.3993142292608435e+59,,,,,,,,,,26538006.32752353,6.63479262466216e-18,634.3159359956375,7757680219867.92,,,,
"$H_{(1,2)(1,3)(2,4)(3,4)}\sigma_{z}^{\otimes4}$",,,,,,2.867550078298236e+64,,,,,,,,313851184.63691217,,,,7.002768393866979e-16,,
"$H_{(1,2)(1,3)(2,4)(2,5)(3,4)(4,6)(5,6)}\sigma_{z}^{\otimes6}$",,,,,3.487297423567423e-65,,,,,,,,,,,,,,,
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z})^{\otimes4}$",,1.2321872727244406e+22,,,,,,6.427365647865728e+25,1.6928308772446892e+39,5.0831123987244534e+26,,,,,,,,0.5942848730917905,,
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z})^{\otimes2}$",,,,,,,1.55584737945018e-26,,35511394.54222967,2.6447702661226038e-05,,,,,,,,,,
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z})^{\otimes3}$",,,,,,,5.907264650250443e-40,2.8159975492114612e-08,,8.637631058848362e-19,,,,,,,,,,
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z})^{\otimes5}$",,,,,,,1.9672986185608215e-27,37810.46742733015,1.157724835880323e+18,,,,,,,,,,,
"$(\sigma_{x,x})^{\otimes3}$",,,8.62692173077611e+35,,,,,,,,,7.467657939990238e-11,1.9902961313759597e-18,,,,,,,
"$(\sigma_{x,x})^{\otimes4}$",,,4.612540731957257e+46,,,,,,,,13391079345.571997,,6.037042913278064e-06,,,,,,,
"$(\sigma_{x,x})^{\otimes5}$",,,5.0844044421118715e+51,3.7681805771628883e-08,,,,,,,5.0243779517808026e+17,165644.01054704585,,,,,,,,
"$(\sigma_{x,x}\sigma_{z})^{\otimes3}$",,,,1.507206112641568e+17,3.186223436297935e-09,,,,,,,,,,4.316710054820594e+19,2.5487918445342756e+25,,3.2174965624571616e-31,,
"$(\sigma_{x,x}\sigma_{z})^{\otimes4}$",,,,0.0015765014612637409,,,,,,,,,,2.3165790319488135e-20,,351398832105.7464,,,,
"$(\sigma_{x,x}\sigma_{z})^{\otimes5}$",,,,1.2890451419213382e-13,,,,,,,,,,3.92342749426336e-26,2.845769275917998e-12,,,,,
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z}\sigma_{z})^{\otimes5}$",,,,,,,,,,,,,,,,,,5.586665515911162e-08,24135.79304466144,2.345476203224346e-19
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z}\sigma_{z})^{\otimes4}$",,,,,1428006673583263.8,,1.6826946894970767,,,,,,,3.108006428564177e+30,,,17899765.023553666,,233875118580103.1,2200.4440904167773
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z}\sigma_{z})^{\otimes2}$",,,,,,,,,,,,,,,,,4.143224124227351e-05,4.275786180553004e-15,,1.929195641541021e-10
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z}\sigma_{z})^{\otimes3}$",,,,,,,,,,,,,,,,,4.263526522355211e+18,0.00045445371884481463,5183507460.141319,
"$(\sigma_{x,x}\sigma_{y,y})^{\otimes2}$",,1.23756230468482e-22,,,,,,,,,,,,,,,,,,
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z})^{\otimes2}$",8.080401255067946e+21,,,,,,,,2.9499528647863963e-12,,,,,,,,,,,
"$(\sigma_{x,x})^{\otimes2}$",,,,5.19839652272375e-82,,,,,,,4.914631181150403e-80,3.8256470023970852e-62,7.084270212495955e-49,,,,,,,
"$(\sigma_{x,x}\sigma_{z})^{\otimes2}$",,,1.9236701079432863e+81,,,,,,,,33.819423880385166,,,485563100.78496563,4992.706904764844,7.0393022469764675e-15,,,,
"$H_{(1,2)(1,3)(2,4)(3,4)}\sigma_{z}^{\otimes4}$",,,,,,,,,,29490108918992.5,,,,,,1.17654708695088e-19,4.057238219303932e-47,,,
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z})^{\otimes5}$",,,,,,,298.4459318279315,23809193.814978205,1.3068695488353617e-06,,,,,,,,,,,
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z})^{\otimes3}$",,,,,,0.0033506906724282254,,10660495.306001898,0.002428246758071068,,,,,,,,,,,
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z})^{\otimes2}$",,,,,,4.200058211844647e-08,9.380427187440308e-08,,1.5308409554769517e-19,,,,,,,,,,,
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z})^{\otimes4}$",,338988467218.2412,,,,765187.3141364158,411.8197611820853,6.532357240784939e+18,,,,,,,,,3.651365247133372e-14,,,
"$H_{(1,2)(1,3)(2,4)(2,5)(3,4)(4,6)(5,6)}\sigma_{z}^{\otimes6}$",,,,,3.390967468946751e-14,,,,,,,,,,,,,,,
"$(\sigma_{x,x})^{\otimes5}$",,,2.0347406817329532e+79,0.029568806480467197,,,,,,,,1.4395963356155082e+16,2.854961753996301e+28,,,5.1392185174995603e-20,,,,
"$(\sigma_{x,x})^{\otimes4}$",,,2.6139369350424047e+61,,,,,,,,6.94639167424974e-17,,128537064133339.03,,,,,,,
"$(\sigma_{x,x})^{\otimes3}$",,,1.4115780031034086e+48,,,,,,,,3.502673892566953e-29,7.779857169933813e-15,,,,,,,,
"$(\sigma_{x,x}\sigma_{z})^{\otimes5}$",,,,2.0594645647154637e-09,,,,,,,,,,,0.000341613179400258,8.635544565697185e-31,,,,
"$(\sigma_{x,x}\sigma_{z})^{\otimes4}$",,,,0.00020029214994488043,,,,,,,,,,2927.2875295842427,,9.170384338894936e-30,,,,
"$(\sigma_{x,x}\sigma_{z})^{\otimes3}$",,,,142059534441715.66,8.499447332716477e+18,,,,,,1.9458211333005177e+19,,,1.1580045617184139e+30,1.0904668365519167e+29,,1.599652669997623e-14,,,
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z}\sigma_{z})^{\otimes3}$",,,,,2.464730799493361e+46,,,,27387016425844.66,,,,,,,62513570524124.22,,1.6554440104049723e+51,7.612443926316237e+20,2.2689487886042747e+19
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z}\sigma_{z})^{\otimes5}$",,,,,,,,,,,,,,,,,6.0406754545287786e-52,,2.882169044177548e-29,5.73693478755977e-24
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z}\sigma_{z})^{\otimes2}$",,,,,,,,,,,,,,,,,1.31363857609906e-21,3.4696091196321857e+28,,5.809249465801301e-05
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z}\sigma_{z})^{\otimes4}$",,,,,,,,,,,,,,,,,4.407327327185475e-20,1.7430911053206418e+23,17213.927649121273,
"$(\sigma_{x,x}\sigma_{y,y})^{\otimes2}$",,1.016196997951376,,,,,,,1.890403451891087e-26,,,,,,,,,,,
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z})^{\otimes2}$",0.9840611633531404,,,,,,,,,,,,,,,,,,,
"$(\sigma_{x,x})^{\otimes2}$",,,,5.122497464910902e-59,,,,,,,1.5820634307710666e-52,5.611096241850797e-37,2.337343573965407e-33,,,,,,,
"$(\sigma_{x,x}\sigma_{z})^{\otimes2}$",,,1.9521727572341385e+58,,,,,,,,576.9233937576194,,,,,,,31.962285743998564,9.020327761015083e-12,6.433891399330009e-09
"$H_{(1,2)(1,3)(2,4)(3,4)}\sigma_{z}^{\otimes4}$",,,,,,4.6626345201459034e+35,,,,,,,,,2.5621066017759443e-47,,,,9.815838201206087e-09,
"$H_{(1,2)(1,3)(2,4)(2,5)(3,4)(4,6)(5,6)}\sigma_{z}^{\otimes6}$",,,,,2.1447102398424915e-36,,,,,,,,,,,,,,,
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z})^{\otimes5}$",,,,,,,,2.6580321018025117e-10,4.042614136610824e-21,9.927122525824387e-10,,,,,,,,,,
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z})^{\otimes2}$",,,,,,,3762181801.046956,,1.6299727579428765e-20,1.3151384456222399e-06,,,,,,,,,,
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z})^{\otimes4}$",5.2898760790964405e+25,,,,,,2.4736469180765356e+20,6.135071860109245e+19,,1136334236749311.2,,,,,5.464379527494711e-23,,,,,
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z})^{\otimes3}$",,,,,,,1007341248.5829635,760376.219955203,8.800227676503702e-16,,,,,,,,,,,
"$(\sigma_{x,x})^{\otimes5}$",,,6.320859079035912e+51,0.0017333323814220753,,,,,,,,563779035501.2744,1.0054728195337656e+17,,,,,,9.737775224218569e-25,
"$(\sigma_{x,x})^{\otimes4}$",,,1.7821829405480918e+36,,,,,,,,1.7737445648557456e-12,,13132.463486045524,,,,,,,
"$(\sigma_{x,x})^{\otimes3}$",,,4.27836117521848e+32,,,,,,,,9.945569691915656e-18,7.614717536146923e-05,,,,,,,,
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z}\sigma_{z})^{\otimes5}$",,,,,,,,,,,,,,,6.026173851348185e-24,8.367059822355778e-26,1.576298048010849e-30,,,
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z}\sigma_{z})^{\otimes3}$",,,,,3.9030382237290287e+46,,,,1.8300339406667757e+22,,,,,1.6594277308748378e+23,,100559885.31617635,4.360326152518196e+18,,1.4066633337322778e+31,
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z}\sigma_{z})^{\otimes4}$",,,,,,,,,,,,,,1.1951629619380995e+25,9.944323194640091e-09,,1.4367099667991955e+17,,,
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z}\sigma_{z})^{\otimes2}$",,,,,,,,,,,,,,6.343977912438026e+29,2.293406421954182e-19,6.960347064535726e-18,,,,
"$(\sigma_{x,x}\sigma_{z})^{\otimes5}$",,,,0.03128687378648338,,,,,,,,,,,,,,,1.6794430198101807e-12,1.330709977346137e-10
"$(\sigma_{x,x}\sigma_{z})^{\otimes4}$",,,,110860716649.55412,101876169.86974464,,,,,,1.0269286125160559e+24,,,,7.109021583343014e-32,,,595435503440.3163,,138663031.8289833
"$(\sigma_{x,x}\sigma_{z})^{\otimes3}$",,,,155426931.84161216,,,,,,,,,,,,,,7514785468.087652,7.211727500905402e-09,
"$(\sigma_{x,x}\sigma_{y,y})^{\otimes2}$",,7.937995052233325e-08,,,,,,,,,,,,,,,,,,
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z})^{\otimes2}$",12597639.497377286,,,,,,,,,,,,1.5454998380031665e-13,,,,,,,
"$(\sigma_{x,x})^{\otimes2}$",,,,2.2814925666096943e-84,,,4.227134360130723e-52,8.000424302157818e-58,1.913411836994716e-43,,,,,,,,,,,
"$(\sigma_{x,x}\sigma_{z})^{\otimes2}$",,,4.3830955867894995e+83,,,,,484286510431.3631,,,,,,1.184493477298402e-24,5.520375034684116e+23,3.4682392694168345e-30,,,,
"$H_{(1,2)(1,3)(2,4)(3,4)}\sigma_{z}^{\otimes4}$",,,,,,4.417511309610448e+30,,,,,,,,,,1.7479441013852266e-09,,,,1.6011931812520233e-20
"$H_{(1,2)(1,3)(2,4)(2,5)(3,4)(4,6)(5,6)}\sigma_{z}^{\otimes6}$",,,,,2.2637180301597995e-31,,,,,,,,,,,,,,,
"$(\sigma_{x,x})^{\otimes4}$",,,2.3656688309502308e+51,,,,,1.2538678387346941e-09,103662193.30704509,,,,,,,,,,,
"$(\sigma_{x,x})^{\otimes5}$",,,1.2499337063039108e+57,2.064893360563112e-12,,,797532219.192353,,7.175439005068991e+17,,,,,,,,,,,
"$(\sigma_{x,x})^{\otimes3}$",,,5.2262664036334253e+42,,,,9.64671852001069e-09,1.3936429524292015e-18,,,,,,,,,,,,
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z})^{\otimes4}$",,,,,,,,,,,17.451921194489607,7.373662431979341e-15,7.6629283902046e-09,,,,,,,
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z})^{\otimes2}$",,,,,,,,,,0.05730028166272875,,5.039739592168072e-08,6.04456326543921e-15,,,,,,,
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z})^{\otimes5}$",,,,,,,,,,135617816685373.55,19842295.057348486,,0.0005109358395246265,,,,,,,
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z})^{\otimes3}$",,6470398607689.477,,,,,,,,130498413.80199824,165437924310870.47,1957.1929049455557,,,,,,,,7.57789068661939e-15
"$(\sigma_{x,x}\sigma_{z})^{\otimes4}$",,,,8.442427241396081e+23,,,,,,,,,,,2.5387663357639706e+34,0.2971758509929387,,,,
"$(\sigma_{x,x}\sigma_{z})^{\otimes5}$",,,,1.811471129619043e-24,,,,,,,,,,3.9389209865943727e-35,,4.972564412358024e-40,,,,
"$(\sigma_{x,x}\sigma_{z})^{\otimes3}$",,,,2.8833074142780944e+29,572100674.8485326,,,,,,,,,3.3650109746762746,2.0110347842146766e+39,,,,,1.58077638055666e-08
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z}\sigma_{z})^{\otimes5}$",,,,,,,,,,,,,,,,,,609196028538650.8,0.020584767611078823,5.070684771361693e-26
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z}\sigma_{z})^{\otimes2}$",,,,,,,,,,,,,,,,,1.6415077465275277e-15,,7.138693050899848,1.4914184849672401e-35
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z}\sigma_{z})^{\otimes4}$",,,,,,,,,,,,,,,,,48.57961085078245,0.14008166381014908,,1.0908420100219386e-22
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z}\sigma_{z})^{\otimes3}$",,,,,6.245342608929102e+19,,,,,,,,131962843138624.75,,,63260054.50864951,1.97212022653788e+25,6.705026188688855e+34,9.167230367116942e+21,
"$(\sigma_{x,x}\sigma_{y,y})^{\otimes2}$",,1.3952865475457378e-06,,,,,,,,,,,,,,,,,,
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z})^{\otimes2}$",716698.6607582266,,,,,,,,,,,6.489067154998988e-31,,,,,,,,
"$(\sigma_{x,x})^{\otimes2}$",,,,1.5672528840684037e-54,,,5.626599227107118e-61,1.6924666289214081e-43,8.019740334458241e-33,,,,,,,,,,,
"$(\sigma_{x,x}\sigma_{z})^{\otimes2}$",,,6.380591225355528e+53,,,,67.98019486726687,,,,,,,3.859755406882615e-20,2.7894064381681187e-05,11689476.287831182,,,,
"$H_{(1,2)(1,3)(2,4)(3,4)}\sigma_{z}^{\otimes4}$",,,,,,1.0272489826447934e+23,,,,,,,,1.0167061206056612e-11,,,,,2.956300910585951e-34,
"$H_{(1,2)(1,3)(2,4)(2,5)(3,4)(4,6)(5,6)}\sigma_{z}^{\otimes6}$",,,,,9.734738285409277e-24,,,,,,,,,,,,,,,
"$(\sigma_{x,x})^{\otimes5}$",,,1.7772724866955628e+60,0.014710166717711333,,,,1.4789333623778585e+21,5.064123049694298e+23,,,,,4.657658546911959e-14,,,,,,
"$(\sigma_{x,x})^{\otimes4}$",,,5.908535996584405e+42,,,,6.761629870815681e-22,,6428350892.317557,,,,,,,,,,,
"$(\sigma_{x,x})^{\otimes3}$",,,1.2469231649599951e+32,,,,1.9746755562354793e-24,1.555608921714413e-10,,,,,,,,,,,,
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z})^{\otimes4}$",,,,,,,,,,,14254.948454262858,4.259653015875482e-13,1011521.9853786691,,,,,,,
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z})^{\otimes5}$",,,,,,,,,,7.015107793679576e-05,,3.1409484848956903e-15,5081.294092476206,,,,,,,
