ModelName,$S_{x}$,$S_{y}$,$S_{z}$,"$S_{x,z}$","$S_{y,z}$","$S_{x,y,z}$","$S_{x,y,z}HF_{x}$","$S_{x,y,z}HF_{z}$","$S_{x,y,z}HF_{y}$","$S_{x,y,z}HF_{x,y}$","$S_{x,y,z}HF_{y,z}$","$S_{x,y,z}HF_{x,y,z}$","$S_{x,y,z}HF_{x,y,z}T_{yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy}$","$S_{x,y,z}HF_{x,y,z}T_{xz}$","$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$","$S_{x,y}$","$S_{x,y,z}HF_{x,z}$"
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,2.6957116786760822e+17,,4.807610344498996e-14,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,3.709595532453678e-18,1.4606934978384302e-46,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,2.875316097894221e+31,,,,,0.0009547955326642962,1.9227163862856502e-13,,2.98580266761858e-05,,,,,,386641970070874.0,91106969703.11865,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,1.0976108669387226e-11,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,2.5863720894467133e-15,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,3.641550781785407e-39,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,2.7460828090105953e+38,,1.2460068884857985e-146,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,8.025637813409228e+145,,12985703546.931622,,,,3.9573827660909837e-16,6.814322083342047e-36,,,1.7277579477897705e-14,,,,,9.95433855374454e-16,,,
"$S_{y,z}$",,,,7.700776445310805e-11,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,,5.592206728108252e-82,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,2.696380016418634e+159,,4.732067803656873e-18,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,3.708676054231453e-160,2.5259837383519842e-154,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,2526922613017234.5,,1.7882028483919854e+81,3.958853672796901e+153,2.1132410639323776e+17,,2.2887200466190853e-10,,,43729032530.25478,,,,,622103.6138551987,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,7.679870952485126e-18,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,1.4674974087951467e+35,,,,,4369254341.426369,,1.3021052126877347e+17,1.6887937741379822e+24,3.0209729657650623e+20,,,,,6.472785342393811e+17,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,5.921386111874045e-25,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,1.2876600392011923e-05,,8.175056962616378e-12,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,0.02559532745702828,122323306684.33116,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,57878477785574.49,,,,,2.2868102542815932e-11,3.3101918200937947e-21,,,,77660.24956558846,39.06963103632447,,,7002281.127774844,4410.498732265929,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,,,8.809844248787463e-06,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,0.00022673172824748598,,,,113509.38470196386,1.128674161490735e-07,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,1004587089941630.0,,,,,1.6074492700708868e-06,1.5449299599825336e-18,,,1.4281060439482468e-07,,,,,,8859952.97951373,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1.014853757513365e-15,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,985363647320220.6,,8.463733215965128e-130,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,1.1815117212268711e+129,,1.5104103839393746e+23,,,,2.2021291454271183e-45,2.2698131833657135e-57,,,,,9.331390181228208e-61,,,,5.584075125844319e-50,,
"$S_{y,z}$",,,,6.62071719469944e-24,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,,4.416223677028958e-90,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,1.1333517434593528e+62,,3.2472602490199256e-22,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,4.5410597379203344e+44,,2.2643780594753665e+89,1.633307704633446e+85,3.0795191124635476e+21,,0.00011403682820006019,,,,,17.269420810268436,,,,0.8524399871197361,,
"$S_{x,y,z}HF_{x}$",,,,,,,,8.82338608266203e-63,6.1225450486956736e-86,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,4.405648920045415e+56,,,,,8769.096929332802,,273243.17698639777,6237.037110756729,,,0.07433378474713952,,,,0.020068438706280188,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,3.6597437163079855e-06,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,0.00016033253967261897,,,,,2.0754158932948677e-15,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,1.0716516838098596e+60,,,,,0.0579058215667197,13.452833101418014,,481831137185920.9,5049383.273413624,2.2968886385572905e+21,,,,,61.1507883735821,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,0.0012743551812248914,1.9804398791933105e-07,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,784.7105851908686,,4.353715644778123e-22,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,1.7908068524575925e+49,,,,,1.1731031100251954,49.82948671971484,,,,,0.016353018932328472,33199.76529839472,,1790251348.0021927,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,,,3.0120694860705904e-05,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,5.585807831486549e-10,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,7.444209831535281e+67,,1.6142458335957235e-72,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1.3433259172300383e-68,,,,,,,,,,,,,,,,,,,
"$S_{x,y}$",,,,,1.9466273215271085e-14,,,,,,,,,,,,,,,,
"$S_{y,z}$",,6.194843308175097e+71,,,,,,2.064960710536003e-102,,,,1.1275006760079895e-99,,6.479999478202744e-76,,,,2.511099462610905e-75,,51370901298945.63,
"$S_{x,y,z}$",,,,,,,,4.664582109831656e-55,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,6.948029674265901e-56,9.331502509409564e-53,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,1.071638783777462e+52,1.5017950994481106e-11,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,4.8427071512679266e+101,2.1438147650831896e+54,1.4392569503607592e+55,,66586979832.83382,,,34333.99262645754,,1.64976287327867e+16,,,,1.9715020886349978e+20,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,1.777157748508903e-07,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,,3.577245832758308e-17,,,,,,,,,5626962.495811273
"$S_{x,y,z}HF_{x,y,z}$",,,,,8.869174283252616e+98,,,2.9125654300671308e-05,,,2.7954466837101036e+16,,,2.45308191444924e+21,,,,0.2359173788883139,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,71598.46897499598,8.957551714781993e-08,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,1.737124968579451e-12,1.396677909899478e-05,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,1.5432100008090654e+75,,,6.061477174672029e-17,,,,4.0765047188590015e-22,575663822746.0162,,11163764.741092961,,,0.0004614190346370861,495464058.7139636,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,2.0183098701359284e-09,,,681388713.8507186,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,,,1.4675910822601093e-09,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,3.9823193580721583e+74,,,5.072274616215936e-21,,,,4.238772085007827,,2167.227454728904,,,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,2.6624580928204404e-40,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,3.7559276620976333e+39,,8.65583377808846e-81,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,,1.3927848670982018e-21,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,1.155290207318235e+80,,7.179859744480498e+20,,,,5.585879980498436e-90,1.084485331333082e-73,,,3.387929638395664e-52,,,,,2.6790147962143427e-52,,,
"$S_{x,y,z}$",,,,,,,,,2.8340882022227627e-92,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,8.774467331530856e+95,,8.710187455031456e-26,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,1.7902282245433576e+89,,3.5284716940556205e+91,7.353907826009963e+112,1.1480809169294606e+25,,3.1834905661735175e+26,,,72839193638683.25,,,,,4.741589724417938e+19,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,1.1396703209624153e-96,1.3598212320028135e-113,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,9.220963816732957e+72,,,,,3.141206104474112e-27,,122142315606.24593,5.701945769222013e+34,907944520327867.1,,,,,0.09993686222387993,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,8.18717080183523e-12,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,1.7537872867851608e-35,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,2.9516551603283727e+51,,,,,1.3728872466113115e-14,1.1013888818216456e-15,,,,2709592277.5859613,3.642030038401284e+16,0.0023352869977697533,,0.0017730805269189057,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,3.6905921539270227e-10,,153078772220.21472,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,2.7457214505538862e-17,6.53258440407027e-12,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,1.330986285836781e-16,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,428.21289244320735,,,,7513225422689517.0,3.228221485747542e-08,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,3.73271547963482e+51,,,,,2.1089973155000388e-20,10.006317766509282,,,563.9901768802948,,,30976808.884240337,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,3.9869079525873894e+149,,2.3021456930285007e-125,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,2.508209399093422e-150,,,,,,,,,,,,,,,,,,,
"$S_{x,y}$",,,,,1.0043092960474716e-11,,,,,,,,,,,,,,,,
"$S_{y,z}$",,4.343773736945761e+124,,,,,,1.5409025681719487e-97,,,4.985758529597065e-105,5.376274227026926e-76,,,,,,2.095381512757201e-69,,99570919430.45523,
"$S_{x,y,z}$",,,,,,,,2.4427248445105155e-64,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,1e+160,8.629609025829011e-16,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,6.489702987427369e+96,4.093788959682787e+63,1e+160,,1158801049974490.8,,2.7102875474072314e-13,0.04755310575353353,,,,,,114703284.04093166,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,1e-160,1e-160,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,1.8687769693209082e-20,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,2.0057128600666853e+104,,,3689645406653.031,,,,2464388001.8397737,,,,,,5.692754885841372e+17,,,5.351093342954608e+19
"$S_{x,y,z}HF_{x,y,z}$",,,,,1.8600241687318078e+75,,,21.029120688414615,,,4.0578025832517287e-10,,,9.016427172305714e+24,,,,17098741180.646091,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,1.4722606467661756e-11,8039506259797.225,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,1.243857480403557e-13,1.1851958138650434e-30,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,1.1090867600766928e-25,67922755539.007484,,8.437424333612003e+29,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,,1.035248229558667e-18,4.487706003558355,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,,0.22283099632798767,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,4.772400605387384e+68,,,8.718146200967984e-09,,,1.756618754984746e-18,5.848383746119807e-11,,,,,9.659519054925661e+17,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1e+160,,2.966806295970151e-151,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,,7.68362096015639e-15,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,3.370627874689062e+150,,130146971744900.64,,,,3.0214862321468744e-57,1.1053802721756441e-56,,,,1.2278302698051743e-52,,,,7.784696592470131e-34,,,
"$S_{x,y,z}$",,,,,,,,,2.2841655462221983e-40,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,3.309629510671191e+56,,4.3779663941342117e+39,1e+160,2124641011.2151291,,2.9836468061627556e-19,,,,2.741997038288973e-10,,,,1049175103330.8988,,,
"$S_{x,y,z}HF_{z}$",,,,,,,1.5133742364234869e+156,,4.706677479731401e-10,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,6.607750917996799e-157,1e-160,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,2.9332166203035482e-22,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,9.046660458592848e+55,,,,,3.3516031385969976e+18,,3.4092265572138804e+21,3.76636769163477e+23,,2905.940471068287,,,,5.430722249955767e+20,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,2.6550780005389114e-24,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,1.2053085437235724e+20,1.6750990525806944e-24,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,6.668755432297861e-21,8.296630810486828e-21,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,8.144448174898594e+51,,,,,3646976951.601697,0.0003441226721455785,,,1.4995301749361482e+20,,5.96979622464342e+23,,,88464483570.29109,114812310185.30702,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,8.70986742088893e-12,,,7449821.56086665,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,,,1.3423140297116974e-07,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,1.2845715797931876e+33,,,,,9.531297462408527e-13,1.841375702850841e-21,,,,1.1303971488234954e-11,,,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,2.8826211188574984e-59,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,3.4690649890067453e+58,,3.233771623171152e-107,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,3.0923643241675927e+106,,7.171746466185131,,,1.287507296795292e-38,,,1.5141895479587754e-58,,,,1.74403903291772e-24,,,6.761515724749215e-43,,,
"$S_{y,z}$",,,,0.13943605016086552,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,4.083255897729106e-56,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,6.731817680150525e+83,2.1699819737038704e-11,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,7.766946272763497e+37,,2.4490260347291676e+55,1.1912816129662307e+84,,46083332125.24955,,262.94521407034415,,,,31.29387116126331,,,830924990969.8506,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,8.394320781213527e-85,1.485482892605077e-84,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,6.604192991214767e+57,,,,0.0038030735928605876,,,,2.463672171923267e+25,,,10.899606272893754,,,116218104.6714989,,,4.393221126409215e+51
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,2.2762341599166142e-52,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,4.0589815942084105e-26,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,5.961079572244484e-10,0.0005196131706791079,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,1677548484.096945,,0.5737588859212813,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,5.733816624086864e+23,,,,0.03195513891032555,,,0.0917464333080454,,1924.5085698906573,1.7428923970289467,,,6150967605936109.0,818.9055084708813,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,0.34911074365439104,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,1.6257604722790784e-16,2.8644205833721617,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,1.478958329327985e+42,,,,1.2034780646479366e-12,,,8.604511343792703e-09,,,,0.0012211421093836225,,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,3.6343622866964457e-09,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,275151435.4142657,,7.565921790335834e-83,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,1.3217160151950399e+82,,5.302229837206499e+25,,,,6.153151374555921e-74,4.0175239270151895e-54,,5.368188478719856e-44,,,,1.2696936030585778e-33,,7.555115982037883e-49,,,
"$S_{y,z}$",,,,1.885998967798148e-26,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,,3.155567196614839e-114,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,1.625183485872182e+73,,3.169002393841457e+113,1.036725944091345e+144,1.2994337979453224e+35,,1118534405151541.8,,2.510255368430332e+26,,,,1667667539693.732,,2.3626340490095185e+32,,,
"$S_{x,y,z}HF_{z}$",,,,,,,2.9200299206250875e+99,,7.695659460152645e-36,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,3.4246224428615827e-100,9.645750699105596e-145,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,2.4890953188247664e+53,,,,,8.940270369819493e-16,,81592626809061.31,1.8054137795428027,,,,9.277388422404679e-13,,1.4707723624111548e+19,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,1.2256009385996927e-14,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,1.8628258004802182e+43,,,,,3.9836584459743715e-27,0.5538896464240108,,,162.88732589611882,,,1.890801086804376e-21,,15.5858047320906,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,0.5094078888628584,,8.42358441553679e-07,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,0.006139213069516217,,1.9630634347502571,3.7560615697663104,2.4589402284810507e-15,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,0.26623631733018066,1187143.0862087174,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,1.4751901314133639e-05,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,7.875915871286504e+32,,,,,5.996399019577071e-13,1077889546572.2046,,5.288763619710469e+20,406679263048913.2,,,,67787.87213292369,1.5474686117351014e+17,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,1.3236064176611945e+48,,,,,4.23256407575785e-33,6.799148702798712e-20,,0.06416094755383639,,,,6.462166614667218e-18,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,266719018327.0353,,6.708500857299888e-81,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,3.749263949276606e-12,,,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,1.4906460046313404e+80,,,,,,,9.104697726168693e-89,,,2.4769576623378273e-72,,,,,,8.37794207913693e-87,2.0936910295913487e-90,399.96130063893133,
"$S_{x,y}$",,,,,0.002500241894409577,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,,1.5055370652176374e-59,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,9.951075473572204e-70,8.809939689359827e-109,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,1.0983341018843527e+88,6.642147995575532e+58,1.1350815502264406e+108,2.0356036769136513e+25,,,,2.8681123997951793e+22,,,,,,5.32223500102568e+19,2.6363905835437514e+17,,
"$S_{x,y,z}HF_{z}$",,,,,,,1.0049165064175957e+69,,4.912547620842302e-26,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,1.1195740037984663e-39,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,8.931968736387428e+38,4.009088562729072e-15,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,4.037210708947564e+71,,,,3.486613704788603e-23,249433252559349.47,,,,,,,,0.012451376603401076,0.006314168131242602,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,1.028984634711988e+18,0.9313819914540574,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,1.0736733254191626,3624860743.9846153,,,,,4.224982204762719e-13,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,9.718318099860639e-19,,2.758726667388479e-10,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,,,6.294592673896309e-07,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,4.7762539260398046e+89,,,,3.793064678056285e-18,,,158.37398992465603,,,2366873874338.984,1588665.1477020942,,0.11723369189894862,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,1.1936105436802171e+86,,,,1.8789098936955695e-20,,,80.31240495342912,,,,,,,8.529971067207926,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,2.762947899669399e-45,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,3.6193226811104734e+44,,6.738258204452876e-143,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,,2.1035950280559237e-50,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,1.4840630466478192e+142,,4.753766702539549e+49,,,,5.738419194981294e-05,,,9.363822282856167e-20,,,5.585102616379612e-15,,,2.75849373146612e-24,,,
"$S_{x,y,z}$",,,,,,,,,5.278655871108256e-41,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,17426.40204596032,,1.8944216566063995e+40,5.9645033004209623e+110,4.088443455341092e+16,,,,4712482.417369383,,,0.38296054836496246,,,8.189554229071791e-06,,,
"$S_{x,y,z}HF_{z}$",,,,,,,8.308752874076106e+54,,2.4459186263016855e-17,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,1.2035500575785212e-55,1.6765855422184477e-111,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,9162632970840512.0,2.030444175737071e-08,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,1.091389345379691e-16,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,1.0679399606193492e+19,,,,,2.122023832522272e-07,49250307.49180731,,,,,729179.4414581279,,,2.2811383935303238e+24,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,179047739797522.7,,,,,2.6112350326148928,,,1.3714045448131625e-06,6.950447439403831e+22,37844220012.95809,,4960342.921718445,,1.075944028923886e-07,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,7685.0006866912145,1.438756294063529e-23,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,0.00013012360580940313,,2.642411442639309e-11,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,2.0159896518879452e-07,,,,727550.2906030128,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,1.374475432029824e-06,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,3.6251668386736084e+23,,,,,122106.76821091647,,,4.383776112997621e-25,,,9294163.758686945,,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,7.437403977830585e-18,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1.344555174064499e+17,,3.5629211377450935e-132,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,2.8066857540183486e+131,,19014024.85970332,,,,5.334866028028495e-53,,1.0434331503503939e-41,,,8.865682295021655e-44,,,,3.291813277838789e-45,,,
"$S_{y,z}$",,,,5.259275757650414e-08,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,,1.7634785414571203e-76,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,2.0533525231244737e+86,,1.0889700501709605e-06,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,4.8700843558920655e-87,1.4220349852523831e-111,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,1.8744613168281395e+52,,5.6706105375896654e+75,7.032175792936063e+110,918298.9007301047,,,5235638707.411633,,,4620941630915.276,,,,4947558488.545615,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,1.8454359670844525e-08,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,9.583747647505654e+40,,,,,1.9099866432425676e-10,54187737.63144268,,1.2952245162311032e+22,,1895494910595655.8,,,,10.252264823635818,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,7.72066917718513e-23,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,2.63870017980676e-18,362820003140.15875,,,,,,
